Destination,Export,Type,Year,Latitude,Longitude
China,50.8152,Fruit,2018,35.1753,99.3877
China,71.7459,Fruit,2017,35.1753,99.3877
China,51.9395,Fruit,2016,35.1753,99.3877
China,51.2102,Fruit,2015,35.1753,99.3877
China,49.4008,Fruit,2014,35.1753,99.3877
China,8.0075,Fruit,2013,35.1753,99.3877
China,16.031333,Fruit,2012,35.1753,99.3877
China,4.2384,Fresh Chilled Fish,2018,35.1753,99.3877
China,2.741,Fresh Chilled Fish,2017,35.1753,99.3877
China,3.8027,Fresh Chilled Fish,2016,35.1753,99.3877
China,1.1486,Fresh Chilled Fish,2015,35.1753,99.3877
China,2.4213,Fresh Chilled Fish,2014,35.1753,99.3877
China,4.9754,Fresh Chilled Fish,2013,35.1753,99.3877
China,7.6126,Fresh Chilled Fish,2012,35.1753,99.3877
China,172.0446,Electrical Equipment,2018,35.1753,99.3877
China,208.7405,Electrical Equipment,2017,35.1753,99.3877
China,167.0177,Electrical Equipment,2016,35.1753,99.3877
China,190.3672,Electrical Equipment,2015,35.1753,99.3877
China,158.6266,Electrical Equipment,2014,35.1753,99.3877
China,170.2571,Electrical Equipment,2013,35.1753,99.3877
China,115.1595,Electrical Equipment,2012,35.1753,99.3877
China,4.8155,"Drug Plants, Aromatic, Spices",2018,35.1753,99.3877
China,5.1984,"Drug Plants, Aromatic, Spices",2017,35.1753,99.3877
China,11.7732,"Drug Plants, Aromatic, Spices",2016,35.1753,99.3877
China,5.1687,"Drug Plants, Aromatic, Spices",2015,35.1753,99.3877
China,18.5273,"Drug Plants, Aromatic, Spices",2014,35.1753,99.3877
China,16.7508,"Drug Plants, Aromatic, Spices",2013,35.1753,99.3877
China,20.353258,"Drug Plants, Aromatic, Spices",2012,35.1753,99.3877
China,341.2,Crumb Rubber,2018,35.1753,99.3877
China,740.6,Crumb Rubber,2017,35.1753,99.3877
China,387.3,Crumb Rubber,2016,35.1753,99.3877
China,393.3,Crumb Rubber,2015,35.1753,99.3877
China,664.4,Crumb Rubber,2014,35.1753,99.3877
China,1278.8,Crumb Rubber,2013,35.1753,99.3877
China,1379.2,Crumb Rubber,2012,35.1753,99.3877
China,2.6774,Black Pepper,2018,35.1753,99.3877
China,1.8729,Black Pepper,2017,35.1753,99.3877
China,12.49366569,Black Pepper,2016,35.1753,99.3877
China,21.15145875,Black Pepper,2015,35.1753,99.3877
China,9.57005,Black Pepper,2014,35.1753,99.3877
China,4.853069,Black Pepper,2013,35.1753,99.3877
China,10.538142,Black Pepper,2012,35.1753,99.3877
China,139.8214,Bird Nest,2018,35.1753,99.3877
China,102.8977,Bird Nest,2017,35.1753,99.3877
China,35.70404,Bird Nest,2016,35.1753,99.3877
China,16.41260335,Bird Nest,2015,35.1753,99.3877
China,0,Bird Nest,2014,35.1753,99.3877
China,0.141775,Bird Nest,2013,35.1753,99.3877
China,0.410931,Bird Nest,2012,35.1753,99.3877
China,1247.4,Basic Chemistry Organic of Agriculture,2018,35.1753,99.3877
China,799.2,Basic Chemistry Organic of Agriculture,2017,35.1753,99.3877
China,738.8,Basic Chemistry Organic of Agriculture,2016,35.1753,99.3877
China,589,Basic Chemistry Organic of Agriculture,2015,35.1753,99.3877
China,1437.6,Basic Chemistry Organic of Agriculture,2014,35.1753,99.3877
China,751.3,Basic Chemistry Organic of Agriculture,2013,35.1753,99.3877
China,671.9,Basic Chemistry Organic of Agriculture,2012,35.1753,99.3877
China,4.8155,Base Precious Metal,2018,35.1753,99.3877
China,5.1984,Base Precious Metal,2017,35.1753,99.3877
China,11.7732,Base Precious Metal,2016,35.1753,99.3877
China,5.1687,Base Precious Metal,2015,35.1753,99.3877
China,18.5273,Base Precious Metal,2014,35.1753,99.3877
China,16.7508,Base Precious Metal,2013,35.1753,99.3877
China,20.353258,Base Precious Metal,2012,35.1753,99.3877
Chile,6.513,Seaweed and other Algae,2018,-23.176,-69.201
Chile,6.0175,Seaweed and other Algae,2017,-23.176,-69.201
Chile,4.6045,Seaweed and other Algae,2016,-23.176,-69.201
Chile,9.2985,Seaweed and other Algae,2015,-23.176,-69.201
Chile,10.7532,Seaweed and other Algae,2014,-23.176,-69.201
Chile,7.1957,Seaweed and other Algae,2013,-23.176,-69.201
Chile,5.371,Seaweed and other Algae,2012,-23.176,-69.201
Canada,178.7,Garment (Convection of Textile,2018,59.2067,-111.1937
Canada,162.1,Garment (Convection of Textile,2017,59.2067,-111.1937
Canada,145.8,Garment (Convection of Textile,2016,59.2067,-111.1937
Canada,140.5,Garment (Convection of Textile,2015,59.2067,-111.1937
Canada,147.1,Garment (Convection of Textile,2014,59.2067,-111.1937
Canada,134.3,Garment (Convection of Textile,2013,59.2067,-111.1937
Canada,125.5,Garment (Convection of Textile,2012,59.2067,-111.1937
Canada,124.3,Crumb Rubber,2018,59.2067,-111.1937
Canada,151.1,Crumb Rubber,2017,59.2067,-111.1937
Canada,94.9,Crumb Rubber,2016,59.2067,-111.1937
Canada,108.4,Crumb Rubber,2015,59.2067,-111.1937
Canada,133,Crumb Rubber,2014,59.2067,-111.1937
Canada,183.9,Crumb Rubber,2013,59.2067,-111.1937
Canada,246.3,Crumb Rubber,2012,59.2067,-111.1937
Canada,2.281,Bird Nest,2018,59.2067,-111.1937
Canada,2.2759,Bird Nest,2017,59.2067,-111.1937
Canada,1.991033589,Bird Nest,2016,59.2067,-111.1937
Canada,2.018838261,Bird Nest,2015,59.2067,-111.1937
Canada,2.004266,Bird Nest,2014,59.2067,-111.1937
Canada,3.674364,Bird Nest,2013,59.2067,-111.1937
Canada,4.246293,Bird Nest,2012,59.2067,-111.1937
Cambodia,0.6,Lignite,2018,12.69,104.444
Cambodia,0,Lignite,2017,12.69,104.444
Cambodia,1.9,Lignite,2016,12.69,104.444
Cambodia,0,Lignite,2015,12.69,104.444
Cambodia,0.4,Lignite,2014,12.69,104.444
Cambodia,0,Lignite,2013,12.69,104.444
Cambodia,0,Lignite,2012,12.69,104.444
Cambodia,0,Bird Nest,2018,12.69,104.444
Cambodia,0.0222,Bird Nest,2017,12.69,104.444
Cambodia,0.096845,Bird Nest,2016,12.69,104.444
Cambodia,7.50E-05,Bird Nest,2015,12.69,104.444
Cambodia,0.002827,Bird Nest,2014,12.69,104.444
Cambodia,0.001159,Bird Nest,2013,12.69,104.444
Cambodia,0.00018,Bird Nest,2012,12.69,104.444
Brazil,131.7,Crumb Rubber,2018,-11.694,-48.978
Brazil,163,Crumb Rubber,2017,-11.694,-48.978
Brazil,125.7,Crumb Rubber,2016,-11.694,-48.978
Brazil,132.2,Crumb Rubber,2015,-11.694,-48.978
Brazil,183.1,Crumb Rubber,2014,-11.694,-48.978
Brazil,220.4,Crumb Rubber,2013,-11.694,-48.978
Brazil,221,Crumb Rubber,2012,-11.694,-48.978
Belgium and Luxembourg,355.3,Sport Shoes,2018,50.6745,4.4588
Belgium and Luxembourg,319.5,Sport Shoes,2017,50.6745,4.4588
Belgium and Luxembourg,273.2,Sport Shoes,2016,50.6745,4.4588
Belgium and Luxembourg,287.4,Sport Shoes,2015,50.6745,4.4588
Belgium and Luxembourg,295.5,Sport Shoes,2014,50.6745,4.4588
Belgium and Luxembourg,265.3,Sport Shoes,2013,50.6745,4.4588
Belgium and Luxembourg,262.6,Sport Shoes,2012,50.6745,4.4588
Belgium and Luxembourg,146.5,Garment (Convection of Textile,2018,50.6745,4.4588
Belgium and Luxembourg,145.8,Garment (Convection of Textile,2017,50.6745,4.4588
Belgium and Luxembourg,160.1,Garment (Convection of Textile,2016,50.6745,4.4588
Belgium and Luxembourg,146.1,Garment (Convection of Textile,2015,50.6745,4.4588
Belgium and Luxembourg,160.5,Garment (Convection of Textile,2014,50.6745,4.4588
Belgium and Luxembourg,134.8,Garment (Convection of Textile,2013,50.6745,4.4588
Belgium and Luxembourg,148.7,Garment (Convection of Textile,2012,50.6745,4.4588
Belgium and Luxembourg,64.4,Crumb Rubber,2018,50.6745,4.4588
Belgium and Luxembourg,86.4,Crumb Rubber,2017,50.6745,4.4588
Belgium and Luxembourg,87.8,Crumb Rubber,2016,50.6745,4.4588
Belgium and Luxembourg,86.8,Crumb Rubber,2015,50.6745,4.4588
Belgium and Luxembourg,101.2,Crumb Rubber,2014,50.6745,4.4588
Belgium and Luxembourg,140.3,Crumb Rubber,2013,50.6745,4.4588
Belgium and Luxembourg,117.4,Crumb Rubber,2012,50.6745,4.4588
Belgium and Luxembourg,23.7296,Coffee,2018,50.6745,4.4588
Belgium and Luxembourg,31.538,Coffee,2017,50.6745,4.4588
Belgium and Luxembourg,28.8219,Coffee,2016,50.6745,4.4588
Belgium and Luxembourg,15.6734,Coffee,2015,50.6745,4.4588
Belgium and Luxembourg,32.6297,Coffee,2014,50.6745,4.4588
Belgium and Luxembourg,45.3572,Coffee,2013,50.6745,4.4588
Belgium and Luxembourg,38.6313,Coffee,2012,50.6745,4.4588
Belgium and Luxembourg,49.2549,Coffee,2011,50.6745,4.4588
Belgium and Luxembourg,30.4924,Coffee,2010,50.6745,4.4588
Belgium and Luxembourg,48.1808,Coffee,2009,50.6745,4.4588
Belgium and Luxembourg,70.2101,Coffee,2008,50.6745,4.4588
Belgium and Luxembourg,8.8791,Coffee,2007,50.6745,4.4588
Belgium and Luxembourg,7.3904,Coffee,2006,50.6745,4.4588
Belgium and Luxembourg,13.6092,Coffee,2005,50.6745,4.4588
Belgium and Luxembourg,6.152,Coffee,2004,50.6745,4.4588
Belgium and Luxembourg,3.4469,Coffee,2003,50.6745,4.4588
Belgium and Luxembourg,4.5146,Coffee,2002,50.6745,4.4588
Belgium and Luxembourg,3.3858,Coffee,2001,50.6745,4.4588
Belgium and Luxembourg,4.5065,Coffee,2000,50.6745,4.4588
Bangladesh,9.4859,"Drug Plants, Aromatic, Spices",2018,24.598,90.1963
Bangladesh,21.2899,"Drug Plants, Aromatic, Spices",2017,24.598,90.1963
Bangladesh,9.2617,"Drug Plants, Aromatic, Spices",2016,24.598,90.1963
Bangladesh,37.2056,"Drug Plants, Aromatic, Spices",2015,24.598,90.1963
Bangladesh,82.6355,"Drug Plants, Aromatic, Spices",2014,24.598,90.1963
Bangladesh,46.0631,"Drug Plants, Aromatic, Spices",2013,24.598,90.1963
Bangladesh,27.041583,"Drug Plants, Aromatic, Spices",2012,24.598,90.1963
Australia,4.6411,Jewellery Goods and Valuables,2018,-24.578,133.582
Australia,10.2081,Jewellery Goods and Valuables,2017,-24.578,133.582
Australia,10.0178,Jewellery Goods and Valuables,2016,-24.578,133.582
Australia,12.2735,Jewellery Goods and Valuables,2015,-24.578,133.582
Australia,2.3108,Jewellery Goods and Valuables,2014,-24.578,133.582
Australia,1.981,Jewellery Goods and Valuables,2013,-24.578,133.582
Australia,1.9066,Jewellery Goods and Valuables,2012,-24.578,133.582
Australia,99.9,Iron Steel,2018,-24.578,133.582
Australia,59,Iron Steel,2017,-24.578,133.582
Australia,87.6,Iron Steel,2016,-24.578,133.582
Australia,745.5,Iron Steel,2015,-24.578,133.582
Australia,355.3,Iron Steel,2014,-24.578,133.582
Australia,170.9,Iron Steel,2013,-24.578,133.582
Australia,133.9,Iron Steel,2012,-24.578,133.582
Australia,180.3,Garment (Convection of Textile,2018,-24.578,133.582
Australia,165.7,Garment (Convection of Textile,2017,-24.578,133.582
Australia,162.1,Garment (Convection of Textile,2016,-24.578,133.582
Australia,139.9,Garment (Convection of Textile,2015,-24.578,133.582
Australia,112.6,Garment (Convection of Textile,2014,-24.578,133.582
Australia,104.4,Garment (Convection of Textile,2013,-24.578,133.582
Australia,85.2,Garment (Convection of Textile,2012,-24.578,133.582
Australia,2.2369,Fresh Chilled Fish,2018,-24.578,133.582
Australia,3.3004,Fresh Chilled Fish,2017,-24.578,133.582
Australia,3.4515,Fresh Chilled Fish,2016,-24.578,133.582
Australia,3.213,Fresh Chilled Fish,2015,-24.578,133.582
Australia,2.5505,Fresh Chilled Fish,2014,-24.578,133.582
Australia,4.0083,Fresh Chilled Fish,2013,-24.578,133.582
Australia,2.2006,Fresh Chilled Fish,2012,-24.578,133.582
Australia,57.5171,Base Precious Metal,2018,-24.578,133.582
Australia,47.5992,Base Precious Metal,2017,-24.578,133.582
Australia,28.1707,Base Precious Metal,2016,-24.578,133.582
Australia,32.1772,Base Precious Metal,2015,-24.578,133.582
Australia,34.7344,Base Precious Metal,2014,-24.578,133.582
Australia,36.2126,Base Precious Metal,2013,-24.578,133.582
Australia,35.060665,Base Precious Metal,2012,-24.578,133.582
Algeria,8.9461,Coffee,2018,28.6045,2.64
Algeria,38.6291,Coffee,2017,28.6045,2.64
Algeria,17.3532,Coffee,2016,28.6045,2.64
Algeria,30.1452,Coffee,2015,28.6045,2.64
Algeria,20.9491,Coffee,2014,28.6045,2.64
Algeria,43.6221,Coffee,2013,28.6045,2.64
Algeria,21.9704,Coffee,2012,28.6045,2.64
Algeria,13.2854,Coffee,2011,28.6045,2.64
Algeria,15.3905,Coffee,2010,28.6045,2.64
Algeria,37.1486,Coffee,2009,28.6045,2.64
Algeria,47.1242,Coffee,2008,28.6045,2.64
Algeria,13.3768,Coffee,2007,28.6045,2.64
Algeria,15.7423,Coffee,2006,28.6045,2.64
Algeria,17.4205,Coffee,2005,28.6045,2.64
Algeria,8.3564,Coffee,2004,28.6045,2.64
Algeria,2.9568,Coffee,2003,28.6045,2.64
Algeria,1.5374,Coffee,2002,28.6045,2.64
Algeria,0.9541,Coffee,2001,28.6045,2.64
Algeria,1.0475,Coffee,2000,28.6045,2.64
