MajorPorts,Province,Year,Latitude,Longitude,Values
Tanjung Perak,Jawa Timur,2011,7.216666667,112.7333333,7233
Tanjung Emas,Jawa Tengah,2011,6.883333333,110.4,1620.5
Sorong,Papua Barat,2011,-0.87802,131.24612,1065.7
Soekarno Hatta 1,DKI Jakarta,2011,5.1225,119.4078,132.2
Senipah,Kalimantan Timur,2011,0.95,117.1666667,1251.6
Sekupang,Kepulauan Riau,2011,1.133333333,103.9166667,353
Samarinda,Kalimantan Timur,2011,-0.50507,117.15071,80949
Pulau Sambu,Kepulauan Riau,2011,1.166666667,103.9,2524
Pontianak,Kalimantan Barat,2011,-0.01847,109.33552,2594.2
Pomalaa,Sulawesi Tenggara,2011,-4.23145,121.57935,11224.2
Pantoloan,Sulawesi Tengah,2011,-0.69477,119.84041,63.5
Panjang,Lampung,2011,5.466666667,105.3166667,6968.9
Pangkalan Susu,Sumatera Utara,2011,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2011,2.984722222,104.8347222,861.7
Palembang (Kertapati),Sumatera Selatan,2011,-2.178201,104.952,821.7
Pakanbaru/Rumbai,Riau,2011,0.5566,101.4507,30.2
Padang/Teluk Bayur,Sumatera Barat,2011,-8.53394,115.5086,5277.8
Ngurah Rai 1,Bali,2011,-8.75,115.1667,17.7
Musi River/Boom Baru,Sumatera Selatan,2011,2.981111111,104.7816667,5070.5
Merak,Banten,2011,5.95,106,978.3
Mamuju,Sulawesi Barat,2011,-2.66758,118.8942,6.5
Malili,Sulawesi Selatan,2011,-2.66317,120.98228,469.2
Lingkas Tarakan,Kalimantan Timur,2011,3.283333333,117.6,4231.7
Kupang,NTT,2011,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2011,3.233333333,116.2166667,63793.6
Kolaka,Sulawesi Tenggara,2011,4.0581,121.5851,1288.6
Kabil/Panau,Kepulauan Riau,2011,1.352016667,104.1581722,1228.9
Hasanuddin 1,Sulawesi Selatan,2011,-5.14,119.4221,3.7
Dumai,Riau,2011,1.6861,101.44849,19095.5
Cirebon,Jawa Barat,2011,-6.70907,108.57073,0.5
Cilacap,Jawa Tengah,2011,-7.74913,109.01491,3923
Cigading,Banten,2011,6.016666667,105.95,512.6
Bontang,Kalimantan Timur,2011,0.08553,117.48763,40710.1
Blang Lancang (Arun),Aceh,2011,5.233333333,97.1,1713.1
"Bituni, Papua",Papua Barat,2011,,,6920.8
Bitung,Sulawesi Utara,2011,1.4389,125.19403,603.6
Bima,NTB,2011,-8.44602,118.71591,389.5
Benoa/Loloan,Bali,2011,-8.74329,115.20943,17.3
Belawan,Sumatera Utara,2011,3.79246,98.71623,6316.4
Batu Ampar,Kepulauan Riau,2011,1.169719444,104.02,756.8
Banjarmasin,Kalimantan Selatan,2011,-3.33321,114.5551,61321.2
Balongan,Jawa Barat,2011,6.360561111,108.3902806,817.4
Balikpapan,Kalimantan Timur,2011,-1.25527,116.81594,14004.9
Bade Irian Jaya,Papua,2011,7.1687,139.5937,109.8
Atapupu,NTT,2011,8.9964,124.8617,49.6
Arjuna,Jawa Barat,2011,7.816666667,112.5666667,596.8
Ambon,Maluku,2011,-3.6941,128.17627,198.6
Amamapare,Papua,2011,-4.82653,136.84068,1051.4
Waingapu,NTT,2010,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2010,5.133333333,119.4,712.7
Tuban,Jawa Timur,2010,-6.786842,111.8976,2557.7
Ternate,Maluku Utara,2010,0.78066,127.38809,6277.8
Tenau,NTT,2010,-10.1718,123.6075,19
Teluk Kasim/Salawati,Papua Barat,2010,1.3,131.0166667,121.1
Tanjung Santan,Kalimantan Timur,2010,8.733333333,109,1425
Tanjung Sangata,Kalimantan Timur,2010,0.366666667,117.5666667,38769.5
Tanjung Priok,DKI Jakarta,2010,-6.10492,106.87615,12545.5
Tanjung Pinang,Kepulauan Riau,2010,0.92914,104.45295,7103.8
Tanjung Perak,Jawa Timur,2010,7.216666667,112.7333333,6889.9
Tanjung Emas,Jawa Tengah,2010,6.883333333,110.4,1559.2
Sorong,Papua Barat,2010,-0.87802,131.24612,984.3
Soekarno Hatta 1,DKI Jakarta,2010,5.1225,119.4078,129.1
Senipah,Kalimantan Timur,2010,0.95,117.1666667,1460.6
Sekupang,Kepulauan Riau,2010,1.133333333,103.9166667,281
Samarinda,Kalimantan Timur,2010,-0.50507,117.15071,69206.5
Pulau Sambu,Kepulauan Riau,2010,1.166666667,103.9,1193.8
Pontianak,Kalimantan Barat,2010,-0.01847,109.33552,2262.3
Pomalaa,Sulawesi Tenggara,2010,-4.23145,121.57935,3587.5
Pantoloan,Sulawesi Tengah,2010,-0.69477,119.84041,136.8
Panjang,Lampung,2010,5.466666667,105.3166667,6142.2
Pangkalan Susu,Sumatera Utara,2010,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2010,2.984722222,104.8347222,934.4
Palembang (Kertapati),Sumatera Selatan,2010,-2.178201,104.952,818.7
Pakanbaru/Rumbai,Riau,2010,0.5566,101.4507,76
Padang/Teluk Bayur,Sumatera Barat,2010,-8.53394,115.5086,3729.1
Ngurah Rai 1,Bali,2010,-8.75,115.1667,21.3
Musi River/Boom Baru,Sumatera Selatan,2010,2.981111111,104.7816667,2340.6
Merak,Banten,2010,5.95,106,1129.9
Mamuju,Sulawesi Barat,2010,-2.66758,118.8942,31.6
Malili,Sulawesi Selatan,2010,-2.66317,120.98228,111.5
Lingkas Tarakan,Kalimantan Timur,2010,3.283333333,117.6,6043.7
Kupang,NTT,2010,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2010,3.233333333,116.2166667,46718.7
Kolaka,Sulawesi Tenggara,2010,4.0581,121.5851,232.7
Kabil/Panau,Kepulauan Riau,2010,1.352016667,104.1581722,1320.9
Hasanuddin 1,Sulawesi Selatan,2010,-5.14,119.4221,3.3
Dumai,Riau,2010,1.6861,101.44849,17487.6
Cirebon,Jawa Barat,2010,-6.70907,108.57073,0.2
Cilacap,Jawa Tengah,2010,-7.74913,109.01491,514
Cigading,Banten,2010,6.016666667,105.95,357.7
Bontang,Kalimantan Timur,2010,0.08553,117.48763,35012.6
Blang Lancang (Arun),Aceh,2010,5.233333333,97.1,2249.3
"Bituni, Papua",Papua Barat,2010,,,5937.8
Bitung,Sulawesi Utara,2010,1.4389,125.19403,499.8
Bima,NTB,2010,-8.44602,118.71591,783.8
Benoa/Loloan,Bali,2010,-8.74329,115.20943,18
Belawan,Sumatera Utara,2010,3.79246,98.71623,6043
Batu Ampar,Kepulauan Riau,2010,1.169719444,104.02,607.3
Banjarmasin,Kalimantan Selatan,2010,-3.33321,114.5551,52879.4
Balongan,Jawa Barat,2010,6.360561111,108.3902806,683.2
Balikpapan,Kalimantan Timur,2010,-1.25527,116.81594,15453.9
Bade Irian Jaya,Papua,2010,7.1687,139.5937,177.9
Atapupu,NTT,2010,8.9964,124.8617,76.1
Arjuna,Jawa Barat,2010,7.816666667,112.5666667,1029.6
Ambon,Maluku,2010,-3.6941,128.17627,238.4
Amamapare,Papua,2010,-4.82653,136.84068,1850.3
Waingapu,NTT,2009,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2009,5.133333333,119.4,607.1
Tuban,Jawa Timur,2009,-6.786842,111.8976,1129.9
Ternate,Maluku Utara,2009,0.78066,127.38809,4441.9
Tenau,NTT,2009,-10.1718,123.6075,4.9
Teluk Kasim/Salawati,Papua Barat,2009,1.3,131.0166667,312.3
Tanjung Santan,Kalimantan Timur,2009,8.733333333,109,2378.5
Tanjung Sangata,Kalimantan Timur,2009,0.366666667,117.5666667,36914.1
Tanjung Priok,DKI Jakarta,2009,-6.10492,106.87615,13271
Tanjung Pinang,Kepulauan Riau,2009,0.92914,104.45295,4696.2
Tanjung Perak,Jawa Timur,2009,7.216666667,112.7333333,6447.6
Tanjung Emas,Jawa Tengah,2009,6.883333333,110.4,1425.8
Sorong,Papua Barat,2009,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2009,5.1225,119.4078,102.1
Senipah,Kalimantan Timur,2009,0.95,117.1666667,1768
Sekupang,Kepulauan Riau,2009,1.133333333,103.9166667,302.2
Samarinda,Kalimantan Timur,2009,-0.50507,117.15071,34036.2
Pulau Sambu,Kepulauan Riau,2009,1.166666667,103.9,6.1
Pontianak,Kalimantan Barat,2009,-0.01847,109.33552,733.6
Pomalaa,Sulawesi Tenggara,2009,-4.23145,121.57935,1337.9
Pantoloan,Sulawesi Tengah,2009,-0.69477,119.84041,129.9
Panjang,Lampung,2009,5.466666667,105.3166667,6487.1
Pangkalan Susu,Sumatera Utara,2009,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2009,2.984722222,104.8347222,969.5
Palembang (Kertapati),Sumatera Selatan,2009,-2.178201,104.952,604.3
Pakanbaru/Rumbai,Riau,2009,0.5566,101.4507,91.5
Padang/Teluk Bayur,Sumatera Barat,2009,-8.53394,115.5086,3488.8
Ngurah Rai 1,Bali,2009,-8.75,115.1667,19.4
Musi River/Boom Baru,Sumatera Selatan,2009,2.981111111,104.7816667,1919.4
Merak,Banten,2009,5.95,106,1028.4
Mamuju,Sulawesi Barat,2009,-2.66758,118.8942,98.6
Malili,Sulawesi Selatan,2009,-2.66317,120.98228,65.1
Lingkas Tarakan,Kalimantan Timur,2009,3.283333333,117.6,901.4
Kupang,NTT,2009,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2009,3.233333333,116.2166667,40896.6
Kolaka,Sulawesi Tenggara,2009,4.0581,121.5851,1.2
Kabil/Panau,Kepulauan Riau,2009,1.352016667,104.1581722,814.1
Hasanuddin 1,Sulawesi Selatan,2009,-5.14,119.4221,2.3
Dumai,Riau,2009,1.6861,101.44849,17842
Cirebon,Jawa Barat,2009,-6.70907,108.57073,0.1
Cilacap,Jawa Tengah,2009,-7.74913,109.01491,1099
Cigading,Banten,2009,6.016666667,105.95,320.7
Bontang,Kalimantan Timur,2009,0.08553,117.48763,30986.1
Blang Lancang (Arun),Aceh,2009,5.233333333,97.1,2494.2
"Bituni, Papua",Papua Barat,2009,,,33.3
Bitung,Sulawesi Utara,2009,1.4389,125.19403,613.7
Bima,NTB,2009,-8.44602,118.71591,637.5
Benoa/Loloan,Bali,2009,-8.74329,115.20943,10.7
Belawan,Sumatera Utara,2009,3.79246,98.71623,6322.5
Batu Ampar,Kepulauan Riau,2009,1.169719444,104.02,498.6
Banjarmasin,Kalimantan Selatan,2009,-3.33321,114.5551,49547.8
Balongan,Jawa Barat,2009,6.360561111,108.3902806,349.3
Balikpapan,Kalimantan Timur,2009,-1.25527,116.81594,14807.3
Bade Irian Jaya,Papua,2009,7.1687,139.5937,0
Atapupu,NTT,2009,8.9964,124.8617,60.9
Arjuna,Jawa Barat,2009,7.816666667,112.5666667,572.5
Ambon,Maluku,2009,-3.6941,128.17627,105.8
Amamapare,Papua,2009,-4.82653,136.84068,1689
Waingapu,NTT,2008,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2008,5.133333333,119.4,680
Tuban,Jawa Timur,2008,-6.786842,111.8976,534.8
Ternate,Maluku Utara,2008,0.78066,127.38809,5756.6
Tenau,NTT,2008,-10.1718,123.6075,16.1
Teluk Kasim/Salawati,Papua Barat,2008,1.3,131.0166667,141.2
Tanjung Santan,Kalimantan Timur,2008,8.733333333,109,3995.8
Tanjung Sangata,Kalimantan Timur,2008,0.366666667,117.5666667,33712.1
Tanjung Priok,DKI Jakarta,2008,-6.10492,106.87615,14371.6
Tanjung Pinang,Kepulauan Riau,2008,0.92914,104.45295,5373.7
Tanjung Perak,Jawa Timur,2008,7.216666667,112.7333333,6760.3
Tanjung Emas,Jawa Tengah,2008,6.883333333,110.4,1580.7
Sorong,Papua Barat,2008,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2008,5.1225,119.4078,121.4
Senipah,Kalimantan Timur,2008,0.95,117.1666667,1734.4
Sekupang,Kepulauan Riau,2008,1.133333333,103.9166667,334.3
Samarinda,Kalimantan Timur,2008,-0.50507,117.15071,25965.9
Pulau Sambu,Kepulauan Riau,2008,1.166666667,103.9,5.7
Pontianak,Kalimantan Barat,2008,-0.01847,109.33552,517.1
Pomalaa,Sulawesi Tenggara,2008,-4.23145,121.57935,2556.5
Pantoloan,Sulawesi Tengah,2008,-0.69477,119.84041,254.1
Panjang,Lampung,2008,5.466666667,105.3166667,6152.2
Pangkalan Susu,Sumatera Utara,2008,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2008,2.984722222,104.8347222,1112.9
Palembang (Kertapati),Sumatera Selatan,2008,-2.178201,104.952,686.7
Pakanbaru/Rumbai,Riau,2008,0.5566,101.4507,161.7
Padang/Teluk Bayur,Sumatera Barat,2008,-8.53394,115.5086,4627.4
Ngurah Rai 1,Bali,2008,-8.75,115.1667,19.6
Musi River/Boom Baru,Sumatera Selatan,2008,2.981111111,104.7816667,1990.4
Merak,Banten,2008,5.95,106,844.3
Mamuju,Sulawesi Barat,2008,-2.66758,118.8942,36.1
Malili,Sulawesi Selatan,2008,-2.66317,120.98228,97.4
Lingkas Tarakan,Kalimantan Timur,2008,3.283333333,117.6,867.9
Kupang,NTT,2008,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2008,3.233333333,116.2166667,27736.1
Kolaka,Sulawesi Tenggara,2008,4.0581,121.5851,5.9
Kabil/Panau,Kepulauan Riau,2008,1.352016667,104.1581722,547.4
Hasanuddin 1,Sulawesi Selatan,2008,-5.14,119.4221,36.5
Dumai,Riau,2008,1.6861,101.44849,17313.7
Cirebon,Jawa Barat,2008,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2008,-7.74913,109.01491,494.8
Cigading,Banten,2008,6.016666667,105.95,390.4
Bontang,Kalimantan Timur,2008,0.08553,117.48763,33826.1
Blang Lancang (Arun),Aceh,2008,5.233333333,97.1,3158.9
"Bituni, Papua",Papua Barat,2008,,,0
Bitung,Sulawesi Utara,2008,1.4389,125.19403,709.2
Bima,NTB,2008,-8.44602,118.71591,404.3
Benoa/Loloan,Bali,2008,-8.74329,115.20943,16
Belawan,Sumatera Utara,2008,3.79246,98.71623,7008.7
Batu Ampar,Kepulauan Riau,2008,1.169719444,104.02,594.1
Banjarmasin,Kalimantan Selatan,2008,-3.33321,114.5551,46959.5
Balongan,Jawa Barat,2008,6.360561111,108.3902806,323.2
Balikpapan,Kalimantan Timur,2008,-1.25527,116.81594,12684.3
Bade Irian Jaya,Papua,2008,7.1687,139.5937,0
Atapupu,NTT,2008,8.9964,124.8617,0
Arjuna,Jawa Barat,2008,7.816666667,112.5666667,289.8
Ambon,Maluku,2008,-3.6941,128.17627,149.2
Amamapare,Papua,2008,-4.82653,136.84068,1209.4
Waingapu,NTT,2007,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2007,5.133333333,119.4,588.8
Tuban,Jawa Timur,2007,-6.786842,111.8976,2338.9
Ternate,Maluku Utara,2007,0.78066,127.38809,6717.2
Tenau,NTT,2007,-10.1718,123.6075,55.8
Teluk Kasim/Salawati,Papua Barat,2007,1.3,131.0166667,153.5
Tanjung Santan,Kalimantan Timur,2007,8.733333333,109,2967
Tanjung Sangata,Kalimantan Timur,2007,0.366666667,117.5666667,36819.2
Tanjung Priok,DKI Jakarta,2007,-6.10492,106.87615,16828.8
Tanjung Pinang,Kepulauan Riau,2007,0.92914,104.45295,7705.5
Tanjung Perak,Jawa Timur,2007,7.216666667,112.7333333,6677.8
Tanjung Emas,Jawa Tengah,2007,6.883333333,110.4,1621.1
Sorong,Papua Barat,2007,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2007,5.1225,119.4078,115.7
Senipah,Kalimantan Timur,2007,0.95,117.1666667,931.1
Sekupang,Kepulauan Riau,2007,1.133333333,103.9166667,298.2
Samarinda,Kalimantan Timur,2007,-0.50507,117.15071,25676.8
Pulau Sambu,Kepulauan Riau,2007,1.166666667,103.9,14.2
Pontianak,Kalimantan Barat,2007,-0.01847,109.33552,532.6
Pomalaa,Sulawesi Tenggara,2007,-4.23145,121.57935,1431
Pantoloan,Sulawesi Tengah,2007,-0.69477,119.84041,126.1
Panjang,Lampung,2007,5.466666667,105.3166667,5426.5
Pangkalan Susu,Sumatera Utara,2007,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2007,2.984722222,104.8347222,1392
Palembang (Kertapati),Sumatera Selatan,2007,-2.178201,104.952,618
Pakanbaru/Rumbai,Riau,2007,0.5566,101.4507,280
Padang/Teluk Bayur,Sumatera Barat,2007,-8.53394,115.5086,3031.9
Ngurah Rai 1,Bali,2007,-8.75,115.1667,19.9
Musi River/Boom Baru,Sumatera Selatan,2007,2.981111111,104.7816667,1912
Merak,Banten,2007,5.95,106,663.5
Mamuju,Sulawesi Barat,2007,-2.66758,118.8942,31.7
Malili,Sulawesi Selatan,2007,-2.66317,120.98228,145.4
Lingkas Tarakan,Kalimantan Timur,2007,3.283333333,117.6,435.7
Kupang,NTT,2007,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2007,3.233333333,116.2166667,35506.6
Kolaka,Sulawesi Tenggara,2007,4.0581,121.5851,3
Kabil/Panau,Kepulauan Riau,2007,1.352016667,104.1581722,601.3
Hasanuddin 1,Sulawesi Selatan,2007,-5.14,119.4221,304
Dumai,Riau,2007,1.6861,101.44849,17134.5
Cirebon,Jawa Barat,2007,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2007,-7.74913,109.01491,750.5
Cigading,Banten,2007,6.016666667,105.95,1016.6
Bontang,Kalimantan Timur,2007,0.08553,117.48763,28412.1
Blang Lancang (Arun),Aceh,2007,5.233333333,97.1,3288.1
"Bituni, Papua",Papua Barat,2007,,,0
Bitung,Sulawesi Utara,2007,1.4389,125.19403,856.4
Bima,NTB,2007,-8.44602,118.71591,532
Benoa/Loloan,Bali,2007,-8.74329,115.20943,207.8
Belawan,Sumatera Utara,2007,3.79246,98.71623,6409.5
Batu Ampar,Kepulauan Riau,2007,1.169719444,104.02,612.5
Banjarmasin,Kalimantan Selatan,2007,-3.33321,114.5551,42378.5
Balongan,Jawa Barat,2007,6.360561111,108.3902806,637.4
Balikpapan,Kalimantan Timur,2007,-1.25527,116.81594,14145.9
Bade Irian Jaya,Papua,2007,7.1687,139.5937,0
Atapupu,NTT,2007,8.9964,124.8617,0
Arjuna,Jawa Barat,2007,7.816666667,112.5666667,351.5
Ambon,Maluku,2007,-3.6941,128.17627,290.2
Amamapare,Papua,2007,-4.82653,136.84068,1145.5
Waingapu,NTT,2006,-9.63969,120.25055,4.6
Ujung Pandang,Sulawesi Selatan,2006,5.133333333,119.4,815.4
Tuban,Jawa Timur,2006,-6.786842,111.8976,835.8
Ternate,Maluku Utara,2006,0.78066,127.38809,1684.1
Tenau,NTT,2006,-10.1718,123.6075,35.3
Teluk Kasim/Salawati,Papua Barat,2006,1.3,131.0166667,2574.8
Tanjung Santan,Kalimantan Timur,2006,8.733333333,109,3197.3
Tanjung Sangata,Kalimantan Timur,2006,0.366666667,117.5666667,37388
Tanjung Priok,DKI Jakarta,2006,-6.10492,106.87615,16088.2
Tanjung Pinang,Kepulauan Riau,2006,0.92914,104.45295,0
Tanjung Perak,Jawa Timur,2006,7.216666667,112.7333333,782.5
Tanjung Emas,Jawa Tengah,2006,6.883333333,110.4,1079.4
Sorong,Papua Barat,2006,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2006,5.1225,119.4078,116.3
Senipah,Kalimantan Timur,2006,0.95,117.1666667,1016.5
Sekupang,Kepulauan Riau,2006,1.133333333,103.9166667,344.6
Samarinda,Kalimantan Timur,2006,-0.50507,117.15071,22465.3
Pulau Sambu,Kepulauan Riau,2006,1.166666667,103.9,0
Pontianak,Kalimantan Barat,2006,-0.01847,109.33552,582.7
Pomalaa,Sulawesi Tenggara,2006,-4.23145,121.57935,1095.6
Pantoloan,Sulawesi Tengah,2006,-0.69477,119.84041,232
Panjang,Lampung,2006,5.466666667,105.3166667,5023.6
Pangkalan Susu,Sumatera Utara,2006,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2006,2.984722222,104.8347222,1844
Palembang (Kertapati),Sumatera Selatan,2006,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2006,0.5566,101.4507,0
Padang/Teluk Bayur,Sumatera Barat,2006,-8.53394,115.5086,3077.8
Ngurah Rai 1,Bali,2006,-8.75,115.1667,25.3
Musi River/Boom Baru,Sumatera Selatan,2006,2.981111111,104.7816667,1632.6
Merak,Banten,2006,5.95,106,1452.2
Mamuju,Sulawesi Barat,2006,-2.66758,118.8942,231.8
Malili,Sulawesi Selatan,2006,-2.66317,120.98228,88.1
Lingkas Tarakan,Kalimantan Timur,2006,3.283333333,117.6,0
Kupang,NTT,2006,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2006,3.233333333,116.2166667,32540
Kolaka,Sulawesi Tenggara,2006,4.0581,121.5851,14.1
Kabil/Panau,Kepulauan Riau,2006,1.352016667,104.1581722,341.2
Hasanuddin 1,Sulawesi Selatan,2006,-5.14,119.4221,94.8
Dumai,Riau,2006,1.6861,101.44849,16295.1
Cirebon,Jawa Barat,2006,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2006,-7.74913,109.01491,6354.1
Cigading,Banten,2006,6.016666667,105.95,1180.2
Bontang,Kalimantan Timur,2006,0.08553,117.48763,31104.3
Blang Lancang (Arun),Aceh,2006,5.233333333,97.1,2549.3
"Bituni, Papua",Papua Barat,2006,,,0
Bitung,Sulawesi Utara,2006,1.4389,125.19403,461.2
Bima,NTB,2006,-8.44602,118.71591,647.5
Benoa/Loloan,Bali,2006,-8.74329,115.20943,290.3
Belawan,Sumatera Utara,2006,3.79246,98.71623,6726.8
Batu Ampar,Kepulauan Riau,2006,1.169719444,104.02,673
Banjarmasin,Kalimantan Selatan,2006,-3.33321,114.5551,37094.1
Balongan,Jawa Barat,2006,6.360561111,108.3902806,709.8
Balikpapan,Kalimantan Timur,2006,-1.25527,116.81594,16644.3
Bade Irian Jaya,Papua,2006,7.1687,139.5937,109.9
Atapupu,NTT,2006,8.9964,124.8617,0
Arjuna,Jawa Barat,2006,7.816666667,112.5666667,0
Ambon,Maluku,2006,-3.6941,128.17627,382.1
Amamapare,Papua,2006,-4.82653,136.84068,552.4
Waingapu,NTT,2005,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2005,5.133333333,119.4,763.3
Tuban,Jawa Timur,2005,-6.786842,111.8976,689.9
Ternate,Maluku Utara,2005,0.78066,127.38809,2241.9
Tenau,NTT,2005,-10.1718,123.6075,72.1
Teluk Kasim/Salawati,Papua Barat,2005,1.3,131.0166667,231
Tanjung Santan,Kalimantan Timur,2005,8.733333333,109,3654.5
Tanjung Sangata,Kalimantan Timur,2005,0.366666667,117.5666667,21470.4
Tanjung Priok,DKI Jakarta,2005,-6.10492,106.87615,15311.9
Tanjung Pinang,Kepulauan Riau,2005,0.92914,104.45295,0
Tanjung Perak,Jawa Timur,2005,7.216666667,112.7333333,6104.1
Tanjung Emas,Jawa Tengah,2005,6.883333333,110.4,1333.4
Sorong,Papua Barat,2005,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2005,5.1225,119.4078,116.2
Senipah,Kalimantan Timur,2005,0.95,117.1666667,1799
Sekupang,Kepulauan Riau,2005,1.133333333,103.9166667,243.2
Samarinda,Kalimantan Timur,2005,-0.50507,117.15071,13003.1
Pulau Sambu,Kepulauan Riau,2005,1.166666667,103.9,0
Pontianak,Kalimantan Barat,2005,-0.01847,109.33552,583.4
Pomalaa,Sulawesi Tenggara,2005,-4.23145,121.57935,1137.5
Pantoloan,Sulawesi Tengah,2005,-0.69477,119.84041,116.9
Panjang,Lampung,2005,5.466666667,105.3166667,3878.5
Pangkalan Susu,Sumatera Utara,2005,4.116666667,98.21666667,0
Palembang0Plaju,Sumatera Selatan,2005,2.984722222,104.8347222,610.4
Palembang (Kertapati),Sumatera Selatan,2005,-2.178201,104.952,0
Pakanbaru/Rumbai,Riau,2005,0.5566,101.4507,0
Padang/Teluk Bayur,Sumatera Barat,2005,-8.53394,115.5086,2057.9
Ngurah Rai 1,Bali,2005,-8.75,115.1667,155.5
Musi River/Boom Baru,Sumatera Selatan,2005,2.981111111,104.7816667,1678.9
Merak,Banten,2005,5.95,106,814
Mamuju,Sulawesi Barat,2005,-2.66758,118.8942,1.5
Malili,Sulawesi Selatan,2005,-2.66317,120.98228,105.2
Lingkas Tarakan,Kalimantan Timur,2005,3.283333333,117.6,0
Kupang,NTT,2005,-10.15375,123.59051,0
Kotabaru,Kalimantan Selatan,2005,3.233333333,116.2166667,31902.7
Kolaka,Sulawesi Tenggara,2005,4.0581,121.5851,8.9
Kabil/Panau,Kepulauan Riau,2005,1.352016667,104.1581722,184.3
Hasanuddin 1,Sulawesi Selatan,2005,-5.14,119.4221,24.5
Dumai,Riau,2005,1.6861,101.44849,15311.2
Cirebon,Jawa Barat,2005,-6.70907,108.57073,0
Cilacap,Jawa Tengah,2005,-7.74913,109.01491,1393.2
Cigading,Banten,2005,6.016666667,105.95,381.1
Bontang,Kalimantan Timur,2005,0.08553,117.48763,29435.1
Blang Lancang (Arun),Aceh,2005,5.233333333,97.1,2837.8
"Bituni, Papua",Papua Barat,2005,,,0
Bitung,Sulawesi Utara,2005,1.4389,125.19403,861.9
Bima,NTB,2005,-8.44602,118.71591,767.4
Benoa/Loloan,Bali,2005,-8.74329,115.20943,19.6
Belawan,Sumatera Utara,2005,3.79246,98.71623,6724.9
Batu Ampar,Kepulauan Riau,2005,1.169719444,104.02,702.5
Banjarmasin,Kalimantan Selatan,2005,-3.33321,114.5551,23243.2
Balongan,Jawa Barat,2005,6.360561111,108.3902806,789.3
Balikpapan,Kalimantan Timur,2005,-1.25527,116.81594,12181.2
Bade Irian Jaya,Papua,2005,7.1687,139.5937,30.9
Atapupu,NTT,2005,8.9964,124.8617,0
Arjuna,Jawa Barat,2005,7.816666667,112.5666667,0
Ambon,Maluku,2005,-3.6941,128.17627,78.5
Amamapare,Papua,2005,-4.82653,136.84068,1539.5
Waingapu,NTT,2004,-9.63969,120.25055,0
Ujung Pandang,Sulawesi Selatan,2004,5.133333333,119.4,418.9
Tuban,Jawa Timur,2004,-6.786842,111.8976,6285.5
Ternate,Maluku Utara,2004,0.78066,127.38809,1453.8
Tenau,NTT,2004,-10.1718,123.6075,0
Teluk Kasim/Salawati,Papua Barat,2004,1.3,131.0166667,324.9
Tanjung Santan,Kalimantan Timur,2004,8.733333333,109,2922.4
Tanjung Sangata,Kalimantan Timur,2004,0.366666667,117.5666667,17987.2
Tanjung Priok,DKI Jakarta,2004,-6.10492,106.87615,371
Tanjung Pinang,Kepulauan Riau,2004,0.92914,104.45295,0
Tanjung Perak,Jawa Timur,2004,7.216666667,112.7333333,1413.4
Tanjung Emas,Jawa Tengah,2004,6.883333333,110.4,1203
Sorong,Papua Barat,2004,-0.87802,131.24612,0
Soekarno Hatta 1,DKI Jakarta,2004,5.1225,119.4078,1134.5
Senipah,Kalimantan Timur,2004,0.95,117.1666667,1894.8
Sekupang,Kepulauan Riau,2004,1.133333333,103.9166667,270.9
Samarinda,Kalimantan Timur,2004,-0.50507,117.15071,10312
Pulau Sambu,Kepulauan Riau,2004,1.166666667,103.9,0
Pontianak,Kalimantan Barat,2004,-0.01847,109.33552,810.3
Pomalaa,Sulawesi Tenggara,2004,-4.23145,121.57935,621.5
Pantoloan,Sulawesi Tengah,2004,-0.69477,119.84041,111
Panjang,Lampung,2004,5.466666667,105.3166667,2704.5
Pangkalan Susu,Sumatera Utara,2004,4.116666667,98.21666667,0
