Language,ID
Spanish,1741
English,1742
English,1743
English,1744
English,1745
English,1746
English,1747
English,1748
Spanish,1748
Cantonese,1749
Mandarin,1749
Turkish,1750
Turkmen,1750
Hindi,1751
English,1752
Hindi,1753
Hindi,1754
Croatian,1755
English,1756
English,1757
English,1758
English,1759
Kannada,1760
Cantonese,1761
English,1762
French,1762
Filipino,1763
Tagalog,1763
English,1764
French,1764
English,1765
English,1766
French,1766
Hindi,1767
Japanese,1768
Hindi,1769
Bengali,1769
English,1769
Hindi,1770
English,1770
English,1771
German,1772
English,1772
Polish,1772
Swedish,1772
English,1773
Filipino,1774
Tagalog,1774
Portuguese,1775
English,1776
English,1777
Spanish,1778
Telugu,1779
English,1780
English,1781
Indonesian,1782
Malay,1782
English,1782
English,1783
English,1784
Hindi,1785
English,1785
Telugu,1786
Hindi,1787
English,1787
Cantonese,1788
English,1788
Hindi,1789
English,1790
Urdu,1791
Pushto,1791
English,1792
English,1793
Cantonese,1794
English,1795
Arabic,1796
Hindi,1797
Spanish,1798
Mixtec,1798
Spanish,1799
German,1800
Vietnamese,1800
English,1801
English,1802
Punjabi,1802
Hindi,1803
English,1804
English,1805
Tamil,1806
English,1807
English,1808
English,1809
English,1810
English,1811
Italian,1812
Tamil,1813
English,1814
English,1815
Turkish,1816
English,1817
English,1818
English,1819
Malayalam,1820
English,1821
English,1822
Hindi,1823
English,1823
French,1824
English,1825
English,1826
English,1827
English,1828
English,1829
Spanish,1829
English,1830
Spanish,1831
French,1831
Swahili,1831
English,1831
Italian,1831
Indonesian,1832
Hindi,1833
English,1834
English,1835
English,1836
Indonesian,1837
Malay,1838
Hindi,1839
English,1839
English,1840
Spanish,1842
Hindi,1843
English,1844
English,1845
English,1846
Spanish,1846
English,1847
Spanish,1848
Portuguese,1848
English,1849
English,1850
Gujarati,1851
English,1852
Finnish,1853
Swedish,1853
English,1854
English,1855
Polish,1856
Turkish,1857
English,1858
Turkish,1860
Hindi,1861
English,1862
Indonesian,1863
Arabic,1863
Thai,1864
English,1865
English,1866
Malayalam,1867
English,1868
Spanish,1869
Tamil,1870
French,1871
Hungarian,1871
Italian,1871
English,1871
English,1872
English,1873
Hindi,1873
Tamil,1873
Gujarati,1873
English,1874
Turkish,1875
Dutch,1875
English,1875
French,1875
German,1875
Danish,1876
English,1877
English,1878
German,1878
Hindi,1879
Marathi,1879
English,1879
Thai,1880
English,1881
Turkish,1882
English,1883
English,1884
English,1885
Maori,1885
English,1886
Marathi,1888
Urdu,1889
English,1890
Tamil,1891
Portuguese,1892
English,1893
Urdu,1894
English,1895
French,1895
Arabic,1895
German,1896
Russian,1896
English,1897
Spanish,1898
English,1899
English,1900
Spanish,1901
German,1901
Turkish,1902
English,1903
English,1904
Serbian,1904
Bosnian,1904
Urdu,1905
Hindi,1905
English,1906
Hindi,1907
English,1908
English,1909
Filipino,1909
Tagalog,1909
English,1910
English,1911
Dutch,1912
Minangkabau,1912
Indonesian,1912
Spanish,1914
French,1915
Spanish,1915
Italian,1915
English,1915
Turkish,1916
English,1917
English,1918
English,1919
French,1920
Malayalam,1921
English,1922
Italian,1923
English,1923
French,1923
English,1924
English,1925
Hindi,1926
Hindi,1927
Turkish,1928
American Sign Language,1929
English,1929
Spanish,1929
English,1930
Slovenian,1931
Spanish,1932
Portuguese,1932
English,1933
Hindi,1934
English,1934
Urdu,1934
Russian,1934
Arabic,1935
English,1935
French,1935
Spanish,1936
Catalan,1936
English,1936
Spanish,1937
English,1938
English,1939
English,1940
Thai,1941
English,1942
English,1943
French,1944
English,1945
Spanish,1946
French,1946
English,1946
English,1947
English,1948
English,1949
English,1951
Korean,1952
English,1953
English,1954
English,1955
Spanish,1955
Arabic,1955
English,1956
Turkish,1957
English,1958
English,1959
English,1960
English,1961
English,1962
English,1963
English,1964
Hebrew,1965
Russian,1965
Chechen,1965
English,1966
English,1967
Tamil,1968
English,1969
Hindi,1971
English,1972
Hindi,1973
Hindi,1974
English,1975
English,1976
Hindi,1977
Danish,1978
English,1978
English,1979
Bengali,1981
English,1982
Hindi,1983
Filipino,1984
Tagalog,1984
English,1984
English,1985
English,1986
Tamil,1987
English,1988
English,1989
Spanish,1990
Portuguese,1991
Portuguese,1992
Arabic,1994
English,1995
English,1996
English,1997
English,1998
French,1999
Wolof,1999
Romanian,1999
Norwegian,1999
English,2000
English,2001
English,2002
Hindi,2003
English,2004
English,2005
Indonesian,2006
Nepali,2007
Hindi,2008
Urdu,2008
English,2009
Mandarin,2010
Hindi,2011
English,2012
Turkish,2013
English,2014
English,2015
Hindi,2017
English,2018
English,2019
Spanish,2020
Urdu,2021
Hindi,2021
English,2022
Turkish,2023
English,2024
Hindi,2025
English,2026
English,2027
Turkish,2028
English,2029
Mandarin,2029
Norwegian,2030
French,2030
English,2031
Turkish,2032
English,2033
English,2034
Romanian,2035
English,2035
English,2036
Punjabi,2037
Arabic,2038
English,2039
English,2040
Spanish,2040
English,2041
English,2042
Filipino,2042
English,2043
English,2044
English,2045
English,2046
English,2047
Filipino,2048
Tagalog,2048
English,2049
English,2050
English,2051
English,2052
Hindi,2053
English,2054
Urdu,2055
English,2056
German,2056
Czech,2056
English,2057
English,2058
French,2058
Spanish,2059
English,2060
English,2061
Swedish,2062
English,2062
German,2062
Russian,2062
English,2063
Spanish,2066
Turkish,2067
Kannada,2068
Hindi,2068
English,2068
English,2069
Arabic,2070
English,2071
Tamil,2072
English,2073
Cantonese,2074
Arabic,2075
English,2076
English,2077
English,2078
Hindi,2079
Punjabi,2079
Hindi,2080
Punjabi,2080
English,2080
Turkish,2081
English,2082
Mandarin,2082
English,2083
English,2084
English,2085
Spanish,2086
English,2087
Japanese,2088
English,2089
English,2090
English,2091
Italian,2091
Hindi,2092
English,2093
Arabic,2094
Turkish,2095
Japanese,2096
Hindi,2097
Tamil,2098
Tamil,2099
English,2100
English,2101
English,2102
Spanish,2102
English,2103
English,2105
Spanish,2105
German,2105
Hindi,2106
English,2108
English,2109
English,2110
English,2111
English,2112
English,2113
English,2114
Japanese,2115
English,2115
English,2116
English,2117
English,2118
Turkish,2119
Hindi,2120
English,2121
Cantonese,2122
English,2123
English,2124
Turkish,2125
Bengali,2126
English,2127
Malay,2128
English,2128
Mandarin,2129
English,2129
French,2129
English,2130
English,2131
English,2132
Malayalam,2133
English,2134
Hindi,2135
Urdu,2135
English,2136
French,2137
English,2138
English,2139
Spanish,2140
French,2141
English,2142
Hungarian,2142
English,2143
English,2144
Filipino,2145
Tagalog,2145
English,2145
English,2146
English,2147
English,2148
Spanish,2148
French,2148
Indonesian,2149
Kannada,2150
English,2151
English,2152
English,2153
Spanish,2154
English,2155
Japanese,2155
Korean,2156
English,2156
English,2157
Filipino,2158
Tagalog,2158
English,2159
Indonesian,2160
English,2161
English,2162
Chinese,2162
Mandarin,2163
English,2164
Thai,2165
English,2166
English,2167
Spanish,2168
Filipino,2170
French,2171
Spanish,2172
Arabic,2172
English,2173
Thai,2174
Turkish,2175
English,2176
English,2177
Turkish,2178
Filipino,2179
Tagalog,2179
English,2180
English,2181
English,2182
Indonesian,2183
Malay,2183
English,2183
Vietnamese,2183
Bengali,2184
French,2184
Urdu,2185
Thai,2186
Tamil,2187
Kannada,2187
Hindi,2188
Spanish,2189
Dutch,2189
English,2189
English,2190
Indonesian,2191
Spanish,2192
English,2193
English,2194
German,2194
Italian,2194
English,2195
Japanese,2196
German,2197
English,2198
English,2199
French,2201
English,2202
Portuguese,2203
Indonesian,2204
English,2205
English,2206
English,2207
Hindi,2208
English,2209
English,2210
Filipino,2211
Tagalog,2211
Japanese,2211
Korean,2211
English,2212
English,2213
English,2214
German,2214
English,2215
English,2216
Cantonese,2217
English,2218
Hindi,2219
English,2220
English,2221
Thai,2222
English,2223
Spanish,2224
Turkish,2225
English,2226
English,2227
Arabic,2227
Cantonese,2228
Mandarin,2228
English,2228
Portuguese,2228
Spanish,2229
Tarahumara,2229
German,2230
French,2231
Greenlandic,2231
English,2231
English,2232
English,2233
Turkish,2234
Hindi,2235
English,2236
German,2236
Hindi,2237
English,2238
Mandarin,2239
Chinese,2239
English,2239
Cantonese,2239
English,2240
Basque,2241
Spanish,2241
Catalan,2241
Hindi,2242
Urdu,2242
Norwegian,2243
English,2245
French,2246
English,2246
Spanish,2246
Spanish,2247
Italian,2248
English,2249
Spanish,2250
English,2251
Bengali,2252
English,2253
English,2254
English,2255
English,2256
English,2257
Indonesian,2258
Spanish,2259
Basque,2259
Hindi,2260
English,2261
Turkish,2262
English,2263
English,2264
Malay,2265
English,2266
English,2267
Spanish,2268
English,2269
Portuguese,2270
Portuguese,2271
English,2272
French,2273
Dutch,2275
Portuguese,2276
Mandarin,2277
English,2277
Korean,2278
Spanish,2279
Telugu,2280
English,2281
English,2282
French,2283
Thai,2284
Japanese,2284
English,2285
Chinese,2285
Korean,2285
Japanese,2285
Urdu,2286
Indonesian,2287
French,2288
English,2288
English,2289
Punjabi,2290
Chinese,2292
English,2293
Tamil,2294
English,2295
English,2296
Hebrew,2296
English,2297
Spanish,2298
English,2299
Bosnian,2299
Serbian,2299
German,2299
French,2300
English,2301
English,2302
Thai,2303
Spanish,2304
English,2304
Vietnamese,2304
English,2305
Tamil,2306
Telugu,2306
English,2307
Turkish,2308
English,2309
Spanish,2309
English,2310
English,2311
Indonesian,2312
Urdu,2313
English,2313
Pushto,2313
Spanish,2314
English,2315
Japanese,2315
English,2316
English,2317
English,2318
Malayalam,2318
Tamil,2318
Hindi,2318
Hindi,2319
English,2320
Hindi,2321
Urdu,2321
English,2321
Hindi,2322
English,2323
English,2324
Italian,2324
English,2325
Serbian,2325
English,2326
English,2327
French,2328
English,2329
English,2330
Turkish,2331
English,2332
Italian,2333
Spanish,2334
English,2335
Spanish,2336
Catalan,2337
French,2337
Spanish,2337
Hindi,2338
English,2340
English,2341
French,2342
English,2343
English,2344
Spanish,2345
English,2346
Spanish,2346
French,2346
Arabic,2346
English,2347
Russian,2347
Spanish,2347
English,2348
Turkish,2349
English,2350
Polish,2351
English,2351
Spanish,2351
Hindi,2352
Marathi,2352
English,2352
English,2353
English,2354
German,2355
Hindi,2357
English,2358
English,2360
English,2361
English,2362
Zulu,2363
English,2364
English,2365
Malay,2366
Indonesian,2366
Tagalog,2366
Hindi,2367
English,2368
French,2368
Spanish,2369
English,2370
Spanish,2370
French,2370
Hindi,2371
English,2372
Punjabi,2373
German,2374
Hebrew,2374
Yiddish,2374
Spanish,2375
English,2376
Spanish,2376
Hindi,2377
Japanese,2378
English,2379
Tamil,2380
Indonesian,2381
Spanish,2382
English,2383
English,2384
English,2385
English,2386
English,2387
English,2388
Hindi,2389
Italian,2389
English,2390
English,2391
Spanish,2392
Filipino,2393
Tagalog,2393
English,2394
English,2395
English,2397
English,2398
Hindi,2399
English,2400
English,2401
German,2401
Swedish,2401
Mongolian,2401
Spanish,2402
Afrikaans,2402
Polish,2403
English,2404
German,2404
Hindi,2405
English,2406
English,2407
Mandarin,2408
Tamil,2409
French,2411
English,2412
Hindi,2413
English,2414
Thai,2415
English,2416
French,2417
English,2417
English,2418
English,2419
English,2420
English,2421
English,2422
Hindi,2423
English,2425
Hindi,2426
Filipino,2427
Tagalog,2427
Hindi,2428
Hindi,2429
English,2430
Filipino,2431
Tagalog,2431
English,2432
Hindi,2433
Urdu,2434
Hindi,2435
Hindi,2436
Spanish,2437
English,2438
Spanish,2439
Indonesian,2440
Spanish,2441
English,2442
Filipino,2443
English,2443
German,2446
English,2446
Hindi,2447
English,2448
Portuguese,2449
English,2450
English,2451
English,2452
English,2453
French,2455
Turkish,2456
French,2456
Hindi,2457
English,2458
German,2459
Spanish,2460
Hindi,2461
English,2461
Bengali,2461
Urdu,2461
Bhojpuri,2461
Telugu,2462
English,2463
Chinese,2465
French,2466
English,2466
French,2467
English,2468
English,2469
Hindi,2470
Spanish,2471
Spanish,2472
English,2472
Hindi,2473
Hindi,2474
English,2475
Malayalam,2476
Punjabi,2476
English,2477
Portuguese,2478
English,2479
Hindi,2481
English,2481
Punjabi,2482
Hindi,2483
English,2484
English,2485
English,2486
English,2487
English,2488
Dutch,2489
English,2489
Spanish,2490
Hindi,2491
Korean,2492
English,2493
Indonesian,2494
Portuguese,2495
English,2496
Hindi,2497
Russian,2497
English,2497
Hebrew,2498
French,2499
Kannada,2500
English,2501
English,2503
French,2503
English,2504
Spanish,2504
Turkish,2505
English,2506
Mandarin,2507
Min Nan,2507
English,2509
Marathi,2510
Hindi,2511
English,2512
English,2513
English,2514
Italian,2515
English,2516
English,2517
English,2518
French,2519
English,2520
Hindi,2521
Russian,2521
Hindi,2522
English,2522
Cantonese,2523
Mandarin,2523
English,2524
Hindi,2525
English,2525
Punjabi,2525
Kannada,2526
English,2527
English,2528
French,2529
Indonesian,2530
Czech,2530
English,2530
English,2531
French,2531
Indonesian,2532
Tamil,2533
Punjabi,2534
Tamil,2535
Hindi,2536
English,2537
Spanish,2537
English,2538
English,2539
Korean,2540
English,2541
English,2542
Mandarin,2543
Spanish,2544
Chinese,2545
Italian,2546
English,2547
Hindi,2548
English,2549
Malay,2550
English,2551
English,2552
English,2554
English,2555
Flemish,2555
English,2556
Tamil,2557
Tamil,2558
English,2559
English,2560
Filipino,2562
Tagalog,2562
English,2562
French,2562
Hindi,2563
English,2564
Spanish,2564
Hindi,2565
Thai,2566
Filipino,2567
Tagalog,2567
Cantonese,2568
Mandarin,2568
English,2569
English,2571
English,2572
Hindi,2573
Hindi,2574
English,2575
English,2576
English,2577
English,2578
Punjabi,2579
English,2580
German,2581
Spanish,2583
English,2584
Italian,2585
Mandarin,2586
Portuguese,2586
Spanish,2586
French,2586
German,2586
English,2587
Urdu,2588
Japanese,2590
English,2591
English,2592
English,2594
English,2595
English,2596
Kannada,2597
French,2598
English,2598
English,2599
Turkish,2600
English,2601
English,2602
English,2603
Arabic,2604
English,2605
English,2606
German,2606
English,2608
Telugu,2609
English,2610
Tamil,2611
Telugu,2611
Italian,2612
English,2612
Spanish,2613
Hindi,2614
English,2614
Marathi,2614
Russian,2615
English,2615
French,2615
English,2616
English,2617
Tamil,2618
Punjabi,2619
English,2620
English,2621
English,2622
English,2623
Turkish,2625
English,2626
English,2627
French,2628
English,2628
English,2629
English,2630
English,2631
Punjabi,2632
Thai,2633
Korean,2634
Arabic,2636
English,2637
Swedish,2638
Portuguese,2639
Hindi,2640
Punjabi,2641
Hindi,2642
Sanskrit,2642
English,2643
English,2645
Hindi,2647
English,2647
English,2648
English,2649
Spanish,2649
Italian,2649
Spanish,2650
English,2651
Arabic,2651
Cantonese,2652
Mandarin,2653
English,2653
English,2654
Mandarin,2655
Spanish,2656
English,2657
Hindi,2658
English,2660
English,2661
French,2661
English,2662
Hindi,2663
Turkish,2664
German,2664
English,2665
Spanish,2666
English,2667
English,2668
Armenian,2668
German,2668
French,2668
Turkish,2668
Portuguese,2670
Hindi,2671
English,2672
English,2673
English,2674
English,2675
Bengali,2676
Tamil,2677
English,2678
Norwegian,2680
English,2681
English,2682
Spanish,2683
Hindi,2684
English,2685
English,2686
Hindi,2687
English,2688
Marathi,2689
Hindi,2690
English,2690
English,2691
Hindi,2692
Spanish,2693
Punjabi,2694
Indonesian,2695
Spanish,2696
Hindi,2697
Arabic,2698
English,2699
Hindi,2700
Punjabi,2700
Mandarin,2701
English,2702
Spanish,2703
English,2704
Spanish,2706
English,2707
Hindi,2708
Turkish,2709
Hindi,2710
English,2711
Marathi,2712
English,2713
English,2714
English,2715
Spanish,2716
English,2717
English,2718
Tamil,2719
English,2720
English,2721
Tamil,2723
Thai,2724
English,2725
English,2726
Hindi,2727
Cantonese,2728
Spanish,2729
Hebrew,2730
English,2731
Spanish,2731
French,2731
English,2732
English,2733
English,2734
Afrikaans,2734
French,2734
English,2735
English,2736
English,2737
Spanish,2738
English,2739
Punjabi,2739
English,2740
French,2741
Polish,2742
Spanish,2743
English,2744
French,2745
Spanish,2746
English,2747
Hindi,2748
Punjabi,2749
Indonesian,2750
English,2750
Spanish,2751
Indonesian,2752
Gujarati,2753
Spanish,2754
Romanian,2755
Hindi,2756
English,2757
Punjabi,2758
English,2759
English,2760
Spanish,2761
English,2762
Catalan,2763
Spanish,2763
Bengali,2764
English,2765
Spanish,2765
English,2766
Hindi,2767
English,2768
English,2769
English,2770
Malayalam,2771
English,2772
English,2773
French,2774
Cantonese,2775
Italian,2776
English,2776
Spanish,2776
English,2777
English,2778
Japanese,2779
English,2779
Portuguese,2779
English,2780
English,2781
English,2782
Spanish,2783
English,2784
Arabic,2785
Malayalam,2786
German,2787
Urdu,2788
Tajik,2788
Russian,2788
French,2789
English,2790
Spanish,2791
English,2792
English,2793
Arabic,2794
English,2795
English,2796
French,2797
Romanian,2798
Malayalam,2799
Portuguese,2800
English,2801
Arabic,2802
Hindi,2803
English,2803
Mandarin,2804
Korean,2804
English,2804
Hindi,2805
English,2806
Serbo-Croatian,2806
Japanese,2807
English,2807
English,2808
English,2809
English,2810
Danish,2811
English,2811
Czech,2811
German,2812
Marathi,2813
English,2814
English,2815
English,2816
German,2817
English,2818
Spanish,2818
Telugu,2819
Hindi,2820
Hindi,2821
Spanish,2823
German,2823
Basque,2823
Finnish,2824
English,2825
English,2826
Urdu,2827
English,2827
Punjabi,2827
Bhojpuri,2827
English,2828
English,2829
English,2830
Malayalam,2831
English,2832
Spanish,2833
Hindi,2834
Urdu,2834
English,2835
English,2836
Cantonese,2837
English,2838
English,2839
Cantonese,2839
Mandarin,2839
English,2840
English,2841
Hindi,2843
German,2844
Hindi,2845
Arabic,2846
English,2847
French,2847
English,2848
English,2849
Mandarin,2850
Turkish,2851
English,2852
Hindi,2853
Cantonese,2854
Mandarin,2854
English,2856
German,2856
Japanese,2856
Serbian,2856
Arabic,2857
Punjabi,2858
English,2859
English,2860
English,2861
Marathi,2862
Spanish,2863
Italian,2864
Spanish,2865
Hindi,2866
English,2867
English,2868
English,2869
English,2870
Hindi,2870
English,2871
German,2871
English,2872
Spanish,2873
German,2874
English,2874
English,2875
English,2876
English,2877
Malayalam,2878
Cantonese,2879
English,2879
Filipino,2879
Afrikaans,2879
Spanish,2880
French,2881
Punjabi,2882
Spanish,2883
Portuguese,2883
Hindi,2884
English,2885
Hindi,2886
English,2887
Tamil,2888
Telugu,2888
Hindi,2888
German,2889
English,2889
Danish,2889
Italian,2889
French,2889
Wolof,2889
Punjabi,2890
Spanish,2892
English,2893
Yoruba,2894
English,2894
Ibo,2894
Hausa,2894
English,2895
Arabic,2896
Bengali,2897
English,2898
English,2899
Spanish,2900
Spanish,2901
Spanish,2903
English,2904
Spanish,2905
English,2906
Hindi,2907
English,2908
Kannada,2909
Hindi,2910
English,2911
Spanish,2911
Arabic,2911
English,2912
Tamil,2913
Telugu,2913
Hindi,2913
English,2914
Hindi,2915
English,2917
Hindi,2917
Hindi,2918
English,2918
Tamil,2919
English,2920
Portuguese,2921
German,2922
Tamil,2923
Korean,2924
English,2925
English,2926
Spanish,2926
Portuguese,2926
English,2927
Arabic,2928
English,2929
Yoruba,2929
English,2930
English,2931
English,2932
English,2933
English,2934
Russian,2934
English,2935
Turkish,2936
Spanish,2937
Indonesian,2938
Hindi,2940
Arabic,2941
Hindi,2942
Urdu,2942
English,2942
Hindi,2943
Urdu,2943
Spanish,2944
English,2945
Indonesian,2947
Tamil,2948
Arabic,2949
English,2949
English,2950
Bengali,2951
Hindi,2952
Spanish,2953
Hindi,2954
Spanish,2955
English,2956
Arabic,2957
Hindi,2958
Cantonese,2960
English,2961
Tamil,2962
English,2964
Arabic,2965
English,2966
Spanish,2967
English,2968
English,2969
Hindi,2970
English,2970
Thai,2971
Hindi,2972
Georgian,2974
English,2975
English,2976
English,2977
English,2978
Punjabi,2979
English,2980
Italian,2980
Arabic,2980
Cantonese,2981
English,2982
English,2983
English,2984
Afrikaans,2984
Hindi,2985
French,2986
Hindi,2987
English,2988
Yoruba,2990
Ibo,2990
English,2990
Punjabi,2991
Hindi,2992
English,2992
Marathi,2992
Gujarati,2992
English,2993
English,2994
Italian,2994
French,2994
English,2995
English,2996
Hindi,2997
English,2997
English,2998
Malayalam,2999
Dutch,3000
English,3002
English,3003
Arabic,3004
English,3005
English,3006
English,3007
Hindi,3007
Hindi,3008
English,3009
English,3010
English,3011
Marathi,3012
Malay,3013
Italian,3014
English,3015
English,3016
Spanish,3017
Hindi,3019
English,3020
Malayalam,3022
Turkish,3023
Georgian,3023
Arabic,3024
Thai,3025
English,3026
Bengali,3026
Cantonese,3027
Mandarin,3027
English,3027
English,3028
Malayalam,3030
English,3031
Hindi,3033
Punjabi,3034
English,3035
English,3036
Hindi,3037
Marathi,3038
Mandarin,3039
Hindi,3040
English,3041
English,3042
French,3043
Indonesian,3044
English,3045
Punjabi,3047
Hindi,3048
English,3048
Bengali,3048
Tamil,3048
English,3049
Marathi,3050
English,3051
Spanish,3052
English,3052
English,3053
Hindi,3054
Hindi,3055
Telugu,3057
Hindi,3058
German,3059
Hindi,3060
English,3061
Bengali,3062
German,3063
Hindi,3064
English,3065
Cantonese,3067
Mandarin,3067
Korean,3067
Tamil,3068
English,3069
Thai,3070
English,3071
Filipino,3072
Tagalog,3072
Hindi,3073
Spanish,3074
English,3075
English,3076
Indonesian,3077
Marathi,3078
Cantonese,3079
Cantonese,3080
Hindi,3081
Georgian,3083
Russian,3083
English,3084
Spanish,3085
English,3086
English,3087
French,3088
English,3089
English,3090
Hindi,3090
Bengali,3090
Assamese,3090
Manipuri,3090
Cantonese,3092
Mandarin,3092
English,3092
English,3093
Spanish,3094
Akan,3095
Telugu,3096
Spanish,3098
English,3098
English,3099
Hindi,3100
English,3102
English,3103
Punjabi,3104
English,3105
English,3106
Spanish,3107
Thai,3108
Hindi,3109
French,3111
English,3112
American Sign Language,3112
English,3113
Arabic,3114
English,3115
English,3116
French,3116
English,3117
Cantonese,3118
English,3119
Italian,3119
English,3121
Thai,3122
Spanish,3123
English,3124
English,3125
Punjabi,3126
English,3128
Arabic,3129
English,3130
Spanish,3131
Bengali,3133
English,3134
Spanish,3135
Malayalam,3136
Spanish,3138
English,3139
English,3140
Russian,3140
Spanish,3141
Spanish,3142
English,3143
Cantonese,3144
Mandarin,3144
English,3145
English,3146
English,3147
English,3148
Marathi,3150
Punjabi,3151
English,3152
Spanish,3153
Indonesian,3154
German,3156
English,3156
French,3156
English,3157
Afrikaans,3158
English,3159
German,3159
Hindi,3160
English,3161
Bengali,3162
Hindi,3163
Marathi,3163
English,3163
English,3164
English,3165
Spanish,3166
English,3167
Cantonese,3168
English,3169
English,3170
Spanish,3171
English,3172
Mandarin,3172
French,3172
German,3172
Spanish,3172
English,3173
Italian,3174
Mandarin,3175
Malayalam,3176
English,3177
Spanish,3177
Japanese,3178
Hindi,3179
English,3180
French,3180
Thai,3181
English,3182
Malayalam,3183
Malayalam,3184
English,3187
Spanish,3188
English,3189
Malayalam,3191
Malayalam,3192
Mandarin,3193
Min Nan,3193
Spanish,3194
English,3196
English,3197
Arabic,3198
English,3199
Portuguese,3200
Tamil,3201
Mandarin,3201
English,3201
Hindi,3203
English,3204
Malayalam,3205
Hindi,3206
Spanish,3207
English,3208
English,3210
English,3211
English,3212
Yoruba,3212
Spanish,3213
Catalan,3213
English,3213
English,3214
Yoruba,3214
English,3215
English,3216
Spanish,3216
English,3218
Hindi,3219
Malay,3221
Bengali,3222
Cantonese,3224
Mandarin,3224
Punjabi,3225
English,3226
Hindi,3227
Arabic,3228
Hindi,3229
Hindi,3230
English,3231
Hindi,3231
Portuguese,3232
English,3232
Spanish,3232
Malayalam,3235
Punjabi,3236
Spanish,3237
English,3238
Marathi,3239
English,3240
Malayalam,3241
English,3242
Chinese,3242
Teochew,3242
Sinhalese,3242
Mandarin,3243
Cantonese,3243
Spanish,3244
Hindi,3245
Tamil,3246
Telugu,3246
English,3247
Japanese,3248
Cantonese,3249
English,3250
Telugu,3251
Arabic,3252
English,3252
Spanish,3253
English,3253
Hindi,3254
English,3255
Punjabi,3256
Sanskrit,3257
Bengali,3258
English,3259
English,3260
Arabic,3261
English,3262
Spanish,3262
English,3264
Hindi,3264
Hindi,3265
Spanish,3266
Marathi,3267
English,3268
English,3270
English,3271
English,3272
Japanese,3272
English,3273
Italian,3274
Punjabi,3275
Malayalam,3276
English,3277
English,3278
English,3280
Spanish,3281
Marathi,3282
Spanish,3283
Hindi,3284
English,3285
English,3286
English,3287
Hindi,3288
English,3289
English,3290
Swahili,3290
French,3290
Spanish,3290
Bosnian,3290
English,3291
Spanish,3291
English,3292
English,3293
Chinese,3293
English,3294
Hindi,3295
Tamil,3296
English,3297
Hindi,3298
English,3299
English,3300
Mandarin,3300
Malay,3300
Spanish,3301
Arabic,3302
Spanish,3303
Hindi,3304
Marathi,3304
English,3305
Hindi,3307
Hindi,3308
English,3309
Hindi,3310
Punjabi,3311
English,3312
Malayalam,3313
Malayalam,3314
English,3315
English,3316
Hausa,3316
Afrikaans,3317
Hindi,3318
English,3319
Malay,3320
Mandarin,3320
Spanish,3321
English,3323
English,3324
English,3325
Hindi,3326
Marathi,3327
English,3328
Mandarin,3329
German,3330
English,3331
Spanish,3332
Urdu,3333
Hindi,3333
English,3334
Hindi,3335
Cantonese,3336
English,3337
Malayalam,3338
Arabic,3339
English,3340
English,3341
English,3342
English,3343
English,3344
English,3345
Portuguese,3345
Hindi,3345
Mandarin,3345
German,3345
English,3346
Spanish,3347
English,3348
Punjabi,3350
Hindi,3351
Spanish,3352
English,3353
Indonesian,3354
Hindi,3355
English,3357
Marathi,3358
Malayalam,3359
Hindi,3360
Marathi,3361
Arabic,3362
Malayalam,3363
English,3364
English,3365
French,3366
Korean,3367
English,3368
Tamil,3369
Telugu,3369
English,3370
Punjabi,3371
Indonesian,3372
Korean,3373
Arabic,3374
English,3376
Yoruba,3376
English,3377
Marathi,3378
English,3379
Thai,3380
English,3381
Korean,3382
English,3382
English,3383
Arabic,3384
Hindi,3385
Portuguese,3386
Italian,3387
English,3388
Spanish,3389
Thai,3390
Arabic,3391
Marathi,3392
Arabic,3393
Cantonese,3395
Mandarin,3395
English,3396
Cantonese,3397
Hindi,3398
Punjabi,3399
English,3400
Spanish,3401
Arabic,3402
English,3403
Spanish,3404
Hindi,3406
Hindi,3407
English,3408
Hindi,3409
Sinhalese,3410
French,3411
Arabic,3413
English,3414
English,3415
Hindi,3416
English,3417
English,3418
Bengali,3419
Punjabi,3420
Spanish,3421
English,3422
Hindi,3423
Punjabi,3424
Hindi,3425
English,3426
Hindi,3428
Gujarati,3428
Tamil,3428
English,3428
Cantonese,3429
Hindi,3430
English,3430
English,3431
Spanish,3432
Malayalam,3433
Marathi,3434
Hindi,3435
Urdu,3435
Marathi,3435
English,3435
English,3436
Spanish,3437
Spanish,3438
Malayalam,3439
English,3440
Hindi,3440
Bengali,3442
English,3443
English,3444
English,3445
English,3446
Hindi,3447
Urdu,3447
English,3447
Arabic,3447
French,3448
English,3449
English,3450
Arabic,3451
English,3452
Arabic,3453
Hindi,3454
Hindi,3456
English,3456
Arabic,3456
Malayalam,3457
English,3458
Arabic,3458
Hindi,3459
Arabic,3460
Japanese,3461
English,3461
Portuguese,3462
Hindi,3463
Hindi,3464
French,3465
English,3466
English,3467
English,3468
English,3475
Arabic,3481
Chinese,3482
English,3483
Spanish,3483
English,3484
English,3488
Malayalam,3489
Hindi,3489
Tamil,3489
Telugu,3489
Kannada,3489
Arabic,3490
Korean,3491
English,3493
English,3494
Spanish,3496
French,3496
Turkish,3498
Tamil,3499
Arabic,3505
Bengali,3506
English,3507
Korean,3508
Punjabi,3509
Hindi,3509
English,3510
Assamese,3512
Arabic,3515
Punjabi,3516
Turkish,3520
Indonesian,3521
Indonesian,3523
English,3524
Spanish,3527
Portuguese,3528
Hindi,3530
Hindi,3533
English,3533
