,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
271,@jimsciutto @ELINTNews You americans specially created the monsters. How do you think China got the nuclear and weapons high tech they got? US gave it to them by moving production massively to China. Greed brought this. You brought it upon yourselves. Now what?,0.13, 0.827, 0.044, -0.6072, 0.0, 0.4, 0.0, 0.4, 0.2
310,@GeorgeRussell63 @MercedesAMGF1 Lets go Eva hache!!! Remontada is possibble,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
313,@PrimeVideo @thewildsonprime and how much of them ar white? lol. pat pat urself ig,0.0, 0.797, 0.203, 0.4215, 0.0, 1.0, 0.0, 0.0, 0.0
325,@slam_university Yooooo he a super hero😂😂😂tf,0.0, 0.435, 0.565, 0.5994, 0, 0, 0, 0, 0
328,"@NateAndDestroy In pretty sure 3 out of those 4 would be in the DLC.

Mount Wuhu may be included too",0.0, 0.732, 0.268, 0.6705, 0.0, 0.75, 0.25, 0.0, 0.0
332,@Dom_2k Perfectly balanced 😂😂😂,0.0, 0.192, 0.808, 0.6369, 0.0, 1.0, 0.0, 0.0, 0.0
341,Joe Balliu maxo 😭,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
349,Estoy amando How i met your father,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
351,I wish the bulls get a winning streak going,0.0, 0.45, 0.55, 0.7269, 0.0, 0.5, 0.0, 0.0, 0.5
399,"I have no answers, but I like it here.",0.162, 0.508, 0.33, 0.3919, 0, 0, 0, 0, 0
419,@ivansav79 @ARodriguezVera What's??ante LIFE IS GOOD!!!!,0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0
485,Some of y’all need to owe coach an apology https://t.co/tNbU6p6I2Q,0.0, 0.882, 0.118, 0.0516, 0.0, 0.0, 0.0, 1.0, 0.0
495,Most logic shit. https://t.co/w81t8Rs3wq,0.564, 0.436, 0.0, -0.5965, 0.0, 0.0, 0.0, 0.0, 1.0
516,@momz203 @frenkie_ani 😂😂😂 weakest anwser i ever seen,0.524, 0.476, 0.0, -0.5106, 0.0, 0.0, 0.0, 0.0, 1.0
531,@NemoMikeTys0n @RealCandaceO I agree. That sentence was poorly thought through and worse articulated. Definitely Ukraine wasn't imagined into existence by Russia (actually kind of the other way around re Kyivan Rus). But still can understand some of her points.,0.054, 0.82, 0.126, 0.1779, 0.0, 0.14, 0.14, 0.14, 0.57
534,"@TheWhzrd @RealSexyCyborg Maybe because masks don't do shit, as we know since 30 years? Maybe because you can't stop an aerosol carried virus with a mask that's NON hermetic? I don't call me crazy, but those might be reasons.",0.0, 0.858, 0.142, 0.508, 0.12, 0.12, 0.12, 0.5, 0.12
566,i’m fucking confused bro,0.464, 0.536, 0.0, -0.3804, 0.0, 0.5, 0.5, 0.0, 0.0
575,"@soyelaleman All Gain, No mids",0.289, 0.263, 0.447, 0.296, 0, 0, 0, 0, 0
577,"@Barbaroja131 Handa ba qon hache.
Dond apriendistes a ezcrivir¿

😂",0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
585,"@M_Hache @Serranin56 Okay, ooo we go see who reach carry the Cup",0.0, 0.727, 0.273, 0.25, 0, 0, 0, 0, 0
597,@Sandra_Cole44 @madinuk Is that happening??? https://t.co/2YckGwvj7Q,0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0
605,@SageofFire113 @OnTheDownLoTho Sonic is eating tacos al pastor,0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
622,"@FightingforJus9 @NorfolkBea @FeederWatchCam Unfortunately, living where I do, I wouldn't be able to do anything to help the Crow even if I COULD catch it. No rehabbers or anything anywhere near here. :(",0.152, 0.759, 0.089, -0.2263, 0.0, 0.33, 0.0, 0.33, 0.33
627,"@NorfolkBea @FeederWatchCam Thankfully, this is not a life threatening issue. Birds do fine with just one foot if it comes to that.",0.0, 0.684, 0.316, 0.7488, 0.2, 0.4, 0.2, 0.0, 0.2
