,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
72,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix - The Washington Post https://t.co/7SQxE54yj9,0.0, 0.848, 0.152, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
73,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix https://t.co/ewt6d6sRKX,0.0, 0.815, 0.185, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
74,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix https://t.co/8wOZ9sTbAI,0.0, 0.815, 0.185, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
75,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix https://t.co/vjWAQY49kt,0.0, 0.815, 0.185, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
76,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix https://t.co/KfYcehAoPR,0.0, 0.815, 0.185, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
77,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix https://t.co/OilLtrDbUm,0.0, 0.815, 0.185, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
78,What to watch on Monday: ‘Game On: A Comedy Crossover Event’ on Netflix https://t.co/FgGnVkyhRr,0.0, 0.815, 0.185, 0.3612, 0.0, 0.0, 0.0, 0.0, 1.0
80,Good news! A NEW episode of #familyreunion is coming to you August 10th! It’s a comedy crossover event! Had so much fun working with such great talent! We are “Putting the fun in family dysfunction. Game on! Streams… https://t.co/ndd4lwK36B,0.054, 0.544, 0.401, 0.9573, 0.0, 0.12, 0.5, 0.12, 0.25
81,"Putting the fun in family dysfunction. Game On: A Comedy Crossover Event streams August 10 on Netflix, featuring @WWETheBigShow! https://t.co/DvU46nrxrg",0.119, 0.636, 0.246, 0.4588, 0.0, 0.0, 0.33, 0.33, 0.33
82,Reposted from @depazmanagement Let’s Play !!! Game On: A Comedy Crossover Event streaming August 10th on #netflix !! Putting the FUN in family dysFUNction😂!!!#jencarloscanela #evalongoria #mariolopez… https://t.co/y6HzLkG33U,0.0, 0.652, 0.348, 0.8433, 0.0, 0.2, 0.2, 0.4, 0.2
83,Reposted from @depazmanagement Let’s Play !!! Game On: A Comedy Crossover Event streaming August 10th on #netflix !! Putting the FUN in family dysFUNction😂!!!#jencarloscanela #evalongoria #mariolopez #gabrieliglesias… https://t.co/kYvNkDkD4H,0.0, 0.652, 0.348, 0.8433, 0.0, 0.2, 0.2, 0.4, 0.2
84,Big Show stars in Netflix’s “Game On: A Comedy Crossover Event” Aug. 10 https://t.co/8zXOzQuVzk via @YouTube,0.0, 0.828, 0.172, 0.3612, 0, 0, 0, 0, 0
85,Game On: A Comedy Crossover Event streams THIS MONDAY on @NetflixANZ! https://t.co/Nn01knd8u0 #WWENZ @WWETheBigShow https://t.co/nhl6S7YVaD,0.0, 0.8, 0.2, 0.3612, 0, 0, 0, 0, 0
86,Putting the fun in family dysfunction. 'Game On: A Comedy Crossover Event' streams THIS MONDAY on @NetflixANZ! https://t.co/jri2UQ7nFv #WWEAustralia https://t.co/QC6GbIimsE,0.13, 0.602, 0.269, 0.4588, 0.0, 0.0, 0.33, 0.33, 0.33
87,"OH, IT'S ON! SEE @WWETheBigShow, @fluffyguy, AND MORE IN ""GAME ON: A COMEDY CROSSOVER EVENT,"" STREAMING AUG. 10 ON @netflix! #THEBIGSHOWSHOW",0.0, 0.821, 0.179, 0.4688, 0, 0, 0, 0, 0
88,"Game On! A Comedy Crossover Event cast: Anthony Alabi, Loretta Devine, Gabriel Iglesias. Game On! A Comedy Crossover Event Release Date: 10 August 2020 (USA). Game On! A Comedy Crossover Event Episodes: 4.  looking full of Comedy, Family.
https://t.co/1IWqppHyjz",0.0, 0.74, 0.26, 0.8713, 0.0, 0.0, 0.0, 0.5, 0.5
89,"Because nothing makes you feel like a kid, more than standing next to a ProWrestler. It's what my grandma always used to say, and she was right.  Don't forget to watch!!!!! Game On: A Comedy Crossover Event streams August 10 on Netflix @MrIglesiasWR @fluffyguy @contodonetflix https://t.co/pSePB54fLg",0.0, 0.825, 0.175, 0.7804, 0.12, 0.25, 0.12, 0.25, 0.25
90,"Because nothing makes you feel like a kid, more than standing next to a ProWrestler. It's what my grandma always used to say, and she was right.  Don't forget to watch!!!!! Game On: A Comedy Crossover Event streams August 10 on Netflix @MrIglesiasWR @fluffyguy @contodonetflix",0.0, 0.821, 0.179, 0.7804, 0.12, 0.25, 0.12, 0.25, 0.25
