country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Argentina,AR,2022-02-13,Films,1,The Tinder Swindler,,2
Argentina,AR,2022-02-13,Films,2,Through My Window,,2
Argentina,AR,2022-02-13,Films,3,Tall Girl 2,,1
Argentina,AR,2022-02-13,Films,4,13 Hours: The Secret Soldiers of Benghazi,,2
Argentina,AR,2022-02-13,Films,5,Into the Wind,,1
Argentina,AR,2022-02-13,Films,6,The Privilege,,1
Argentina,AR,2022-02-13,Films,7,Dora and the Lost City of Gold,,1
Argentina,AR,2022-02-13,Films,8,Believe Me: The Abduction of Lisa McVey,,2
Argentina,AR,2022-02-13,Films,9,Righteous Kill,,1
Argentina,AR,2022-02-13,Films,10,The Secret Life of Pets 2,,5
Argentina,AR,2022-02-13,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,7
Argentina,AR,2022-02-13,TV,2,All of Us Are Dead,All of Us Are Dead: Season 1,3
Argentina,AR,2022-02-13,TV,3,The Queen of Flow,The Queen of Flow: Season 2,13
Argentina,AR,2022-02-13,TV,4,Dark Desire,Dark Desire: Season 2,2
Argentina,AR,2022-02-13,TV,5,El marginal,El marginal: Season 4,4
Argentina,AR,2022-02-13,TV,6,Inventing Anna,Inventing Anna: Limited Series,1
Argentina,AR,2022-02-13,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,33
Argentina,AR,2022-02-13,TV,8,Sweet Magnolias,Sweet Magnolias: Season 2,1
Argentina,AR,2022-02-13,TV,9,The Queen of Flow,The Queen of Flow: Season 1,15
Argentina,AR,2022-02-13,TV,10,Dark Desire,Dark Desire: Season 1,1
Argentina,AR,2022-02-06,Films,1,Through My Window,,1
Argentina,AR,2022-02-06,Films,2,The Tinder Swindler,,1
Argentina,AR,2022-02-06,Films,3,My Best Friend Anne Frank,,1
Argentina,AR,2022-02-06,Films,4,Home Team,,2
Argentina,AR,2022-02-06,Films,5,13 Hours: The Secret Soldiers of Benghazi,,1
Argentina,AR,2022-02-06,Films,6,The Secret Life of Pets 2,,4
Argentina,AR,2022-02-06,Films,7,Believe Me: The Abduction of Lisa McVey,,1
Argentina,AR,2022-02-06,Films,8,Precious Cargo,,1
Argentina,AR,2022-02-06,Films,9,THE CRAZIES,,1
Argentina,AR,2022-02-06,Films,10,Faster,,1
Argentina,AR,2022-02-06,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,6
Argentina,AR,2022-02-06,TV,2,All of Us Are Dead,All of Us Are Dead: Season 1,2
Argentina,AR,2022-02-06,TV,3,El marginal,El marginal: Season 4,3
Argentina,AR,2022-02-06,TV,4,The Queen of Flow,The Queen of Flow: Season 2,12
Argentina,AR,2022-02-06,TV,5,Dark Desire,Dark Desire: Season 2,1
Argentina,AR,2022-02-06,TV,6,The Sinner,The Sinner: Season 4: Percy,2
Argentina,AR,2022-02-06,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,32
Argentina,AR,2022-02-06,TV,8,The Queen of Flow,The Queen of Flow: Season 1,14
Argentina,AR,2022-02-06,TV,9,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations: Season 1,1
Argentina,AR,2022-02-06,TV,10,El marginal,El marginal: Season 1,3
Argentina,AR,2022-01-30,Films,1,The Royal Treatment,,2
Argentina,AR,2022-01-30,Films,2,The Secret Life of Pets 2,,3
Argentina,AR,2022-01-30,Films,3,The Possession of Hannah Grace,,1
Argentina,AR,2022-01-30,Films,4,My Father's Violin,,1
Argentina,AR,2022-01-30,Films,5,Home Team,,1
Argentina,AR,2022-01-30,Films,6,Munich – The Edge of War,,2
Argentina,AR,2022-01-30,Films,7,A Perfect Enemy,,1
Argentina,AR,2022-01-30,Films,8,Hotel Transylvania 3: Summer Vacation,,6
Argentina,AR,2022-01-30,Films,9,Amandla,,1
Argentina,AR,2022-01-30,Films,10,The Gallows Act II,,1
Argentina,AR,2022-01-30,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,5
Argentina,AR,2022-01-30,TV,2,El marginal,El marginal: Season 4,2
Argentina,AR,2022-01-30,TV,3,The Queen of Flow,The Queen of Flow: Season 2,11
Argentina,AR,2022-01-30,TV,4,All of Us Are Dead,All of Us Are Dead: Season 1,1
Argentina,AR,2022-01-30,TV,5,The Sinner,The Sinner: Season 4: Percy,1
Argentina,AR,2022-01-30,TV,6,El marginal,El marginal: Season 1,2
Argentina,AR,2022-01-30,TV,7,Riverdale,Riverdale: Season 5,2
Argentina,AR,2022-01-30,TV,8,Ozark,Ozark: Season 4 Part 1,2
Argentina,AR,2022-01-30,TV,9,The Queen of Flow,The Queen of Flow: Season 1,13
Argentina,AR,2022-01-30,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,31
Argentina,AR,2022-01-23,Films,1,The Secret Life of Pets 2,,2
Argentina,AR,2022-01-23,Films,2,The Royal Treatment,,1
Argentina,AR,2022-01-23,Films,3,Brazen,,2
Argentina,AR,2022-01-23,Films,4,The Clovehitch Killer,,2
Argentina,AR,2022-01-23,Films,5,Don't Look Up,,5
Argentina,AR,2022-01-23,Films,6,The Mustang,,1
Argentina,AR,2022-01-23,Films,7,Hotel Transylvania 3: Summer Vacation,,5
Argentina,AR,2022-01-23,Films,8,Munich – The Edge of War,,1
Argentina,AR,2022-01-23,Films,9,Photocopier,,1
Argentina,AR,2022-01-23,Films,10,Riverdance: The Animated Adventure,,1
Argentina,AR,2022-01-23,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,4
Argentina,AR,2022-01-23,TV,2,El marginal,El marginal: Season 4,1
Argentina,AR,2022-01-23,TV,3,The Queen of Flow,The Queen of Flow: Season 2,10
Argentina,AR,2022-01-23,TV,4,Archive 81,Archive 81: Season 1,1
Argentina,AR,2022-01-23,TV,5,The Queen of Flow,The Queen of Flow: Season 1,12
Argentina,AR,2022-01-23,TV,6,El marginal,El marginal: Season 1,1
Argentina,AR,2022-01-23,TV,7,Riverdale,Riverdale: Season 5,1
Argentina,AR,2022-01-23,TV,8,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,30
Argentina,AR,2022-01-23,TV,9,Cobra Kai,Cobra Kai: Season 4,4
Argentina,AR,2022-01-23,TV,10,Ozark,Ozark: Season 4 Part 1,1
Argentina,AR,2022-01-16,Films,1,Brazen,,1
Argentina,AR,2022-01-16,Films,2,Mother/Android,,2
Argentina,AR,2022-01-16,Films,3,The Clovehitch Killer,,1
Argentina,AR,2022-01-16,Films,4,The Secret Life of Pets 2,,1
Argentina,AR,2022-01-16,Films,5,Don't Look Up,,4
Argentina,AR,2022-01-16,Films,6,Four to Dinner,,2
Argentina,AR,2022-01-16,Films,7,The Lost Daughter,,3
Argentina,AR,2022-01-16,Films,8,Yesterday,,1
Argentina,AR,2022-01-16,Films,9,How I Fell in Love with a Gangster,,1
Argentina,AR,2022-01-16,Films,10,Nymphomaniac: Volume 1,,1
Argentina,AR,2022-01-16,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,3
Argentina,AR,2022-01-16,TV,2,The Queen of Flow,The Queen of Flow: Season 2,9
Argentina,AR,2022-01-16,TV,3,Cobra Kai,Cobra Kai: Season 4,3
Argentina,AR,2022-01-16,TV,4,Stay Close,Stay Close: Limited Series,2
Argentina,AR,2022-01-16,TV,5,The Queen of Flow,The Queen of Flow: Season 1,11
Argentina,AR,2022-01-16,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,29
Argentina,AR,2022-01-16,TV,7,Rebelde Way,Rebelde Way: Temporada 1,5
Argentina,AR,2022-01-16,TV,8,Undercover,Undercover: Season 3,1
Argentina,AR,2022-01-16,TV,9,Emily in Paris,Emily in Paris: Season 2,4
Argentina,AR,2022-01-16,TV,10,Rebelde,Rebelde: Season 1,2
Argentina,AR,2022-01-09,Films,1,Don't Look Up,,3
Argentina,AR,2022-01-09,Films,2,Mother/Android,,1
Argentina,AR,2022-01-09,Films,3,The Lost Daughter,,2
Argentina,AR,2022-01-09,Films,4,Backtrace,,1
Argentina,AR,2022-01-09,Films,5,Four to Dinner,,1
Argentina,AR,2022-01-09,Films,6,The Wasteland,,1
Argentina,AR,2022-01-09,Films,7,The Unforgivable,,5
Argentina,AR,2022-01-09,Films,8,Fast & Furious Presents: Hobbs & Shaw,,3
Argentina,AR,2022-01-09,Films,9,Seal Team,,1
Argentina,AR,2022-01-09,Films,10,Back to the Outback,,5
Argentina,AR,2022-01-09,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,2
Argentina,AR,2022-01-09,TV,2,Cobra Kai,Cobra Kai: Season 4,2
Argentina,AR,2022-01-09,TV,3,The Queen of Flow,The Queen of Flow: Season 2,8
Argentina,AR,2022-01-09,TV,4,Stay Close,Stay Close: Limited Series,1
Argentina,AR,2022-01-09,TV,5,The Queen of Flow,The Queen of Flow: Season 1,10
Argentina,AR,2022-01-09,TV,6,Emily in Paris,Emily in Paris: Season 2,3
Argentina,AR,2022-01-09,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,28
Argentina,AR,2022-01-09,TV,8,The Witcher,The Witcher: Season 2,4
Argentina,AR,2022-01-09,TV,9,Rebelde,Rebelde: Season 1,1
Argentina,AR,2022-01-09,TV,10,Rebelde Way,Rebelde Way: Temporada 1,4
Argentina,AR,2022-01-02,Films,1,Don't Look Up,,2
Argentina,AR,2022-01-02,Films,2,Vicky and Her Mystery,,2
Argentina,AR,2022-01-02,Films,3,Fast & Furious Presents: Hobbs & Shaw,,2
Argentina,AR,2022-01-02,Films,4,The Lost Daughter,,1
Argentina,AR,2022-01-02,Films,5,The Unforgivable,,4
Argentina,AR,2022-01-02,Films,6,Lulli,,1
Argentina,AR,2022-01-02,Films,7,Spider-Man: Homecoming,,2
Argentina,AR,2022-01-02,Films,8,Back to the Outback,,4
Argentina,AR,2022-01-02,Films,9,Fracture,,3
Argentina,AR,2022-01-02,Films,10,Minnal Murali,,1
Argentina,AR,2022-01-02,TV,1,Cobra Kai,Cobra Kai: Season 4,1
Argentina,AR,2022-01-02,TV,2,The Queen of Flow,The Queen of Flow: Season 2,7
Argentina,AR,2022-01-02,TV,3,Café con aroma de mujer,Café con aroma de mujer: Season 1,1
Argentina,AR,2022-01-02,TV,4,Emily in Paris,Emily in Paris: Season 2,2
Argentina,AR,2022-01-02,TV,5,The Queen of Flow,The Queen of Flow: Season 1,9
Argentina,AR,2022-01-02,TV,6,The Witcher,The Witcher: Season 2,3
Argentina,AR,2022-01-02,TV,7,Daughter From Another Mother,Daughter From Another Mother: Season 2,1
Argentina,AR,2022-01-02,TV,8,The Girl from Oslo,The Girl from Oslo: Season 1,2
Argentina,AR,2022-01-02,TV,9,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,27
Argentina,AR,2022-01-02,TV,10,Money Heist,Money Heist: Part 5,9
Argentina,AR,2021-12-26,Films,1,Don't Look Up,,1
Argentina,AR,2021-12-26,Films,2,Fast & Furious Presents: Hobbs & Shaw,,1
Argentina,AR,2021-12-26,Films,3,Fracture,,2
Argentina,AR,2021-12-26,Films,4,The Unforgivable,,3
Argentina,AR,2021-12-26,Films,5,Vicky and Her Mystery,,1
Argentina,AR,2021-12-26,Films,6,Back to the Outback,,3
Argentina,AR,2021-12-26,Films,7,Spider-Man: Homecoming,,1
Argentina,AR,2021-12-26,Films,8,Crawl,,1
Argentina,AR,2021-12-26,Films,9,John Wick: Chapter 3 - Parabellum,,3
Argentina,AR,2021-12-26,Films,10,Before I Go to Sleep,,1
Argentina,AR,2021-12-26,TV,1,The Queen of Flow,The Queen of Flow: Season 2,6
Argentina,AR,2021-12-26,TV,2,The Witcher,The Witcher: Season 2,2
Argentina,AR,2021-12-26,TV,3,Emily in Paris,Emily in Paris: Season 2,1
Argentina,AR,2021-12-26,TV,4,The Queen of Flow,The Queen of Flow: Season 1,8
Argentina,AR,2021-12-26,TV,5,The Girl from Oslo,The Girl from Oslo: Season 1,1
Argentina,AR,2021-12-26,TV,6,Money Heist,Money Heist: Part 5,8
Argentina,AR,2021-12-26,TV,7,The Witcher,The Witcher: Season 1,2
Argentina,AR,2021-12-26,TV,8,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,26
Argentina,AR,2021-12-26,TV,9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",21
Argentina,AR,2021-12-26,TV,10,Rebelde Way,Rebelde Way: Temporada 1,3
Argentina,AR,2021-12-19,Films,1,The Unforgivable,,2
Argentina,AR,2021-12-19,Films,2,John Wick: Chapter 3 - Parabellum,,2
Argentina,AR,2021-12-19,Films,3,Back to the Outback,,2
Argentina,AR,2021-12-19,Films,4,A California Christmas: City Lights,,1
Argentina,AR,2021-12-19,Films,5,Fracture,,1
Argentina,AR,2021-12-19,Films,6,Anonymously Yours,,1
Argentina,AR,2021-12-19,Films,7,The Hand of God,,1
Argentina,AR,2021-12-19,Films,8,Waves,,1
Argentina,AR,2021-12-19,Films,9,Redemption Day,,2
Argentina,AR,2021-12-19,Films,10,Yes Man,,1
Argentina,AR,2021-12-19,TV,1,The Queen of Flow,The Queen of Flow: Season 2,5
Argentina,AR,2021-12-19,TV,2,Money Heist,Money Heist: Part 5,7
Argentina,AR,2021-12-19,TV,3,The Witcher,The Witcher: Season 2,1
Argentina,AR,2021-12-19,TV,4,The Queen of Flow,The Queen of Flow: Season 1,7
Argentina,AR,2021-12-19,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,25
Argentina,AR,2021-12-19,TV,6,Titans,Titans: Season 3,2
Argentina,AR,2021-12-19,TV,7,The Witcher,The Witcher: Season 1,1
Argentina,AR,2021-12-19,TV,8,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",20
Argentina,AR,2021-12-19,TV,9,Rebelde Way,Rebelde Way: Temporada 1,2
Argentina,AR,2021-12-19,TV,10,"Pablo Escobar, el patrón del mal","Pablo Escobar, el patrón del mal: Season 1",5
Argentina,AR,2021-12-12,Films,1,The Unforgivable,,1
Argentina,AR,2021-12-12,Films,2,Redemption Day,,1
Argentina,AR,2021-12-12,Films,3,Spoiled Brats,,3
Argentina,AR,2021-12-12,Films,4,John Wick: Chapter 3 - Parabellum,,1
Argentina,AR,2021-12-12,Films,5,The Whole Truth,,2
Argentina,AR,2021-12-12,Films,6,The Power of the Dog,,2
Argentina,AR,2021-12-12,Films,7,Back to the Outback,,1
Argentina,AR,2021-12-12,Films,8,Bordertown: Mural Murders,,1
Argentina,AR,2021-12-12,Films,9,Troy,,1
Argentina,AR,2021-12-12,Films,10,Bruised,,3
Argentina,AR,2021-12-12,TV,1,The Queen of Flow,The Queen of Flow: Season 2,4
Argentina,AR,2021-12-12,TV,2,Money Heist,Money Heist: Part 5,6
Argentina,AR,2021-12-12,TV,3,The Queen of Flow,The Queen of Flow: Season 1,6
Argentina,AR,2021-12-12,TV,4,Titans,Titans: Season 3,1
Argentina,AR,2021-12-12,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,24
Argentina,AR,2021-12-12,TV,6,Lost in Space,Lost in Space: Season 3,2
Argentina,AR,2021-12-12,TV,7,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",19
Argentina,AR,2021-12-12,TV,8,Jurassic World Camp Cretaceous,Jurassic World Camp Cretaceous: Season 4,2
Argentina,AR,2021-12-12,TV,9,Rebelde Way,Rebelde Way: Temporada 1,1
Argentina,AR,2021-12-12,TV,10,Maid,Maid: Limited Series,11
Argentina,AR,2021-12-05,Films,1,Spoiled Brats,,2
Argentina,AR,2021-12-05,Films,2,The Power of the Dog,,1
Argentina,AR,2021-12-05,Films,3,Bruised,,2
Argentina,AR,2021-12-05,Films,4,The Whole Truth,,1
Argentina,AR,2021-12-05,Films,5,More the Merrier,,1
Argentina,AR,2021-12-05,Films,6,Red Notice,,4
Argentina,AR,2021-12-05,Films,7,A Castle For Christmas,,2
Argentina,AR,2021-12-05,Films,8,The Hangover: Part III,,1
Argentina,AR,2021-12-05,Films,9,A Boy Called Christmas,,2
Argentina,AR,2021-12-05,Films,10,The Croods,,3
Argentina,AR,2021-12-05,TV,1,The Queen of Flow,The Queen of Flow: Season 2,3
Argentina,AR,2021-12-05,TV,2,Money Heist,Money Heist: Part 5,5
Argentina,AR,2021-12-05,TV,3,The Queen of Flow,The Queen of Flow: Season 1,5
Argentina,AR,2021-12-05,TV,4,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,23
Argentina,AR,2021-12-05,TV,5,Lost in Space,Lost in Space: Season 3,1
Argentina,AR,2021-12-05,TV,6,Elves,Elves: Season 1,1
Argentina,AR,2021-12-05,TV,7,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",18
Argentina,AR,2021-12-05,TV,8,Maid,Maid: Limited Series,10
Argentina,AR,2021-12-05,TV,9,Jurassic World Camp Cretaceous,Jurassic World Camp Cretaceous: Season 4,1
Argentina,AR,2021-12-05,TV,10,Hellbound,Hellbound: Season 1,3
Argentina,AR,2021-11-28,Films,1,Bruised,,1
Argentina,AR,2021-11-28,Films,2,Spoiled Brats,,1
Argentina,AR,2021-11-28,Films,3,Red Notice,,3
Argentina,AR,2021-11-28,Films,4,Five Feet Apart,,2
Argentina,AR,2021-11-28,Films,5,The Croods,,2
Argentina,AR,2021-11-28,Films,6,A Boy Called Christmas,,1
Argentina,AR,2021-11-28,Films,7,Extinct,,1
Argentina,AR,2021-11-28,Films,8,The Transporter Refueled,,1
Argentina,AR,2021-11-28,Films,9,A Castle For Christmas,,1
Argentina,AR,2021-11-28,Films,10,Jack Reacher: Never Go Back,,1
Argentina,AR,2021-11-28,TV,1,The Queen of Flow,The Queen of Flow: Season 2,2
Argentina,AR,2021-11-28,TV,2,The Queen of Flow,The Queen of Flow: Season 1,4
Argentina,AR,2021-11-28,TV,3,Hellbound,Hellbound: Season 1,2
Argentina,AR,2021-11-28,TV,4,Maid,Maid: Limited Series,9
Argentina,AR,2021-11-28,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,22
Argentina,AR,2021-11-28,TV,6,True Story,True Story: Limited Series,1
Argentina,AR,2021-11-28,TV,7,Arcane,Arcane: Season 1,3
Argentina,AR,2021-11-28,TV,8,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",17
Argentina,AR,2021-11-28,TV,9,Squid Game,Squid Game: Season 1,11
Argentina,AR,2021-11-28,TV,10,You,You: Season 3,7
Argentina,AR,2021-11-21,Films,1,Red Notice,,2
Argentina,AR,2021-11-21,Films,2,White Boy Rick,,1
Argentina,AR,2021-11-21,Films,3,Goosebumps 2: Haunted Halloween,,1
Argentina,AR,2021-11-21,Films,4,The Croods,,1
Argentina,AR,2021-11-21,Films,5,7 Prisoners,,2
Argentina,AR,2021-11-21,Films,6,Trolls,,1
Argentina,AR,2021-11-21,Films,7,Love Hard,,3
Argentina,AR,2021-11-21,Films,8,Five Feet Apart,,1
Argentina,AR,2021-11-21,Films,9,The Princess Switch 3: Romancing the Star,,1
Argentina,AR,2021-11-21,Films,10,In a Valley of Violence,,1
Argentina,AR,2021-11-21,TV,1,The Queen of Flow,The Queen of Flow: Season 2,1
Argentina,AR,2021-11-21,TV,2,The Queen of Flow,The Queen of Flow: Season 1,3
Argentina,AR,2021-11-21,TV,3,Arcane,Arcane: Season 1,2
Argentina,AR,2021-11-21,TV,4,Maid,Maid: Limited Series,8
Argentina,AR,2021-11-21,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,21
Argentina,AR,2021-11-21,TV,6,Hellbound,Hellbound: Season 1,1
Argentina,AR,2021-11-21,TV,7,Squid Game,Squid Game: Season 1,10
Argentina,AR,2021-11-21,TV,8,You,You: Season 3,6
Argentina,AR,2021-11-21,TV,9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",16
Argentina,AR,2021-11-21,TV,10,Narcos: Mexico,Narcos: Mexico: Season 3,2
Argentina,AR,2021-11-14,Films,1,Red Notice,,1
Argentina,AR,2021-11-14,Films,2,Love Hard,,2
Argentina,AR,2021-11-14,Films,3,Yara,,2
Argentina,AR,2021-11-14,Films,4,211,,1
Argentina,AR,2021-11-14,Films,5,The Harder They Fall,,2
Argentina,AR,2021-11-14,Films,6,Army of Thieves,,3
Argentina,AR,2021-11-14,Films,7,7 Prisoners,,1
Argentina,AR,2021-11-14,Films,8,Father Christmas Is Back,,1
Argentina,AR,2021-11-14,Films,9,Just Go With It,,2
Argentina,AR,2021-11-14,Films,10,Amina,,1
Argentina,AR,2021-11-14,TV,1,Maid,Maid: Limited Series,7
Argentina,AR,2021-11-14,TV,2,Squid Game,Squid Game: Season 1,9
Argentina,AR,2021-11-14,TV,3,Narcos: Mexico,Narcos: Mexico: Season 3,1
Argentina,AR,2021-11-14,TV,4,You,You: Season 3,5
Argentina,AR,2021-11-14,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,20
Argentina,AR,2021-11-14,TV,6,Arcane,Arcane: Season 1,1
Argentina,AR,2021-11-14,TV,7,The Queen of Flow,The Queen of Flow: Season 1,2
Argentina,AR,2021-11-14,TV,8,Luis Miguel - The Series,Luis Miguel - The Series: Season 3,3
Argentina,AR,2021-11-14,TV,9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",15
Argentina,AR,2021-11-14,TV,10,Where is Marta?,Where is Marta?: Limited Series,1
Argentina,AR,2021-11-07,Films,1,Army of Thieves,,2
Argentina,AR,2021-11-07,Films,2,The Harder They Fall,,1
Argentina,AR,2021-11-07,Films,3,Love Hard,,1
Argentina,AR,2021-11-07,Films,4,Yara,,1
Argentina,AR,2021-11-07,Films,5,The Girl in the Spider's Web,,1
Argentina,AR,2021-11-07,Films,6,Der Fall Collini,,1
Argentina,AR,2021-11-07,Films,7,Army of the Dead,,1
Argentina,AR,2021-11-07,Films,8,Only Mine,,2
Argentina,AR,2021-11-07,Films,9,Hypnotic,,2
Argentina,AR,2021-11-07,Films,10,Just Go With It,,1
Argentina,AR,2021-11-07,TV,1,Luis Miguel - The Series,Luis Miguel - The Series: Season 3,2
Argentina,AR,2021-11-07,TV,2,Maid,Maid: Limited Series,6
Argentina,AR,2021-11-07,TV,3,You,You: Season 3,4
Argentina,AR,2021-11-07,TV,4,Squid Game,Squid Game: Season 1,8
Argentina,AR,2021-11-07,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,19
Argentina,AR,2021-11-07,TV,6,The Five Juanas,The Five Juanas: Season 1,5
Argentina,AR,2021-11-07,TV,7,Maya and the Three,Maya and the Three: Limited Series,2
Argentina,AR,2021-11-07,TV,8,The Queen of Flow,The Queen of Flow: Season 1,1
Argentina,AR,2021-11-07,TV,9,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",14
Argentina,AR,2021-11-07,TV,10,Locke & Key,Locke & Key: Season 2,2
Argentina,AR,2021-10-31,Films,1,Army of Thieves,,1
Argentina,AR,2021-10-31,Films,2,Final Score,,1
Argentina,AR,2021-10-31,Films,3,Hypnotic,,1
Argentina,AR,2021-10-31,Films,4,Only Mine,,1
Argentina,AR,2021-10-31,Films,5,A Dog's Journey,,2
Argentina,AR,2021-10-31,Films,6,Night Teeth,,2
Argentina,AR,2021-10-31,Films,7,Stuck Together,,1
Argentina,AR,2021-10-31,Films,8,The Forgotten Battle,,3
Argentina,AR,2021-10-31,Films,9,Venom,,4
Argentina,AR,2021-10-31,Films,10,In for a Murder,,2
Argentina,AR,2021-10-31,TV,1,Maid,Maid: Limited Series,5
Argentina,AR,2021-10-31,TV,2,You,You: Season 3,3
Argentina,AR,2021-10-31,TV,3,Squid Game,Squid Game: Season 1,7
Argentina,AR,2021-10-31,TV,4,Luis Miguel - The Series,Luis Miguel - The Series: Season 3,1
Argentina,AR,2021-10-31,TV,5,The Five Juanas,The Five Juanas: Season 1,4
Argentina,AR,2021-10-31,TV,6,Maya and the Three,Maya and the Three: Limited Series,1
Argentina,AR,2021-10-31,TV,7,Locke & Key,Locke & Key: Season 2,1
Argentina,AR,2021-10-31,TV,8,My Name,My Name: Season 1,3
Argentina,AR,2021-10-31,TV,9,You,You: Season 1,2
Argentina,AR,2021-10-31,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,18
Argentina,AR,2021-10-24,Films,1,The Forgotten Battle,,2
Argentina,AR,2021-10-24,Films,2,Night Teeth,,1
Argentina,AR,2021-10-24,Films,3,The Trip,,1
Argentina,AR,2021-10-24,Films,4,Venom,,3
Argentina,AR,2021-10-24,Films,5,A Dog's Journey,,1
Argentina,AR,2021-10-24,Films,6,In for a Murder,,1
Argentina,AR,2021-10-24,Films,7,Street Kings,,1
Argentina,AR,2021-10-24,Films,8,What Happens in Vegas,,1
Argentina,AR,2021-10-24,Films,9,Gran Torino,,1
Argentina,AR,2021-10-24,Films,10,The Four of Us,,1
Argentina,AR,2021-10-24,TV,1,You,You: Season 3,2
Argentina,AR,2021-10-24,TV,2,Maid,Maid: Limited Series,4
Argentina,AR,2021-10-24,TV,3,Squid Game,Squid Game: Season 1,6
Argentina,AR,2021-10-24,TV,4,My Name,My Name: Season 1,2
Argentina,AR,2021-10-24,TV,5,The Five Juanas,The Five Juanas: Season 1,3
Argentina,AR,2021-10-24,TV,6,You,You: Season 1,1
Argentina,AR,2021-10-24,TV,7,Grey's Anatomy,Grey's Anatomy: Season 17,4
Argentina,AR,2021-10-24,TV,8,The Chestnut Man,The Chestnut Man: Season 1,4
Argentina,AR,2021-10-24,TV,9,You,You: Season 2,1
Argentina,AR,2021-10-24,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,17
Argentina,AR,2021-10-17,Films,1,Venom,,2
Argentina,AR,2021-10-17,Films,2,The Forgotten Battle,,1
Argentina,AR,2021-10-17,Films,3,"My Brother, My Sister",,1
Argentina,AR,2021-10-17,Films,4,Ma,,2
Argentina,AR,2021-10-17,Films,5,The Guilty,,3
Argentina,AR,2021-10-17,Films,6,Fever Dream,,1
Argentina,AR,2021-10-17,Films,7,Redemption,,1
Argentina,AR,2021-10-17,Films,8,Security,,1
Argentina,AR,2021-10-17,Films,9,Grudge,,1
Argentina,AR,2021-10-17,Films,10,There's Someone Inside Your House,,2
Argentina,AR,2021-10-17,TV,1,Squid Game,Squid Game: Season 1,5
Argentina,AR,2021-10-17,TV,2,Maid,Maid: Limited Series,3
Argentina,AR,2021-10-17,TV,3,The Five Juanas,The Five Juanas: Season 1,2
Argentina,AR,2021-10-17,TV,4,You,You: Season 3,1
Argentina,AR,2021-10-17,TV,5,Grey's Anatomy,Grey's Anatomy: Season 17,3
Argentina,AR,2021-10-17,TV,6,The Chestnut Man,The Chestnut Man: Season 1,3
Argentina,AR,2021-10-17,TV,7,Sex Education,Sex Education: Season 3,5
Argentina,AR,2021-10-17,TV,8,My Name,My Name: Season 1,1
Argentina,AR,2021-10-17,TV,9,PAW Patrol,PAW Patrol: Season 6,2
Argentina,AR,2021-10-17,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,16
Argentina,AR,2021-10-10,Films,1,The Guilty,,2
Argentina,AR,2021-10-10,Films,2,Venom,,1
Argentina,AR,2021-10-10,Films,3,There's Someone Inside Your House,,1
Argentina,AR,2021-10-10,Films,4,Ma,,1
Argentina,AR,2021-10-10,Films,5,Heat,,1
Argentina,AR,2021-10-10,Films,6,Friendzone,,2
Argentina,AR,2021-10-10,Films,7,My Little Pony: A New Generation,,3
Argentina,AR,2021-10-10,Films,8,The Mask of Zorro,,1
Argentina,AR,2021-10-10,Films,9,Nights in Rodanthe,,1
Argentina,AR,2021-10-10,Films,10,Love & Other Drugs,,1
Argentina,AR,2021-10-10,TV,1,Squid Game,Squid Game: Season 1,4
Argentina,AR,2021-10-10,TV,2,Maid,Maid: Limited Series,2
