Date,Symbols,Adj Close,Close,High,Low,Open,Volume,Industry,Daily Return (Adj Close),Daily Return (Close),Log % Change
2016-01-04,SPY,179.55496215820312,201.0200042724609,201.02999877929688,198.58999633789065,200.4900054931641,222353500.0,SPY-Index,,,
2016-01-05,SPY,179.85865783691406,201.3600006103516,201.8999938964844,200.0500030517578,201.3999938964844,110845800.0,SPY-Index,0.0016913800379594335,0.001691355739052991,0.0016899270077034298
2016-01-06,SPY,177.58987426757812,198.82000732421875,200.05999755859372,197.6000061035156,198.33999633789065,152112600.0,SPY-Index,-0.012614258310506998,-0.012614189900843065,-0.012694424235767691
2016-01-07,SPY,173.32919311523438,194.0500030517578,197.44000244140625,193.58999633789065,195.3300018310547,213436100.0,SPY-Index,-0.023991689672149263,-0.02399157075113889,-0.02428405608086669
2016-01-08,SPY,171.4266815185547,191.9199981689453,195.8500061035156,191.5800018310547,195.19000244140625,209817200.0,SPY-Index,-0.010976290620673734,-0.010976577424965939,-0.011037264550851656
2016-01-11,SPY,171.5963897705078,192.1100006103516,193.41000366210935,189.82000732421875,193.00999450683597,187941300.0,SPY-Index,0.0009899757170226398,0.0009900085620000443,0.000989518826725052
2016-01-12,SPY,172.98086547851562,193.66000366210935,194.5500030517578,191.13999938964844,193.82000732421875,172330500.0,SPY-Index,0.008068210000568232,0.00806831006628106,0.008035935275932798
2016-01-13,SPY,168.66665649414062,188.8300018310547,194.8600006103516,188.3800048828125,194.4499969482422,221168900.0,SPY-Index,-0.024940382697477226,-0.024940626560566725,-0.025256914003049805
2016-01-14,SPY,171.4356231689453,191.92999267578125,193.25999450683597,187.66000366210935,189.5500030517578,240795600.0,SPY-Index,0.01641679945734187,0.01641683426715268,0.016283534966571953
2016-01-15,SPY,167.7555694580078,187.80999755859372,188.75999450683597,185.5200042724609,186.7700042724609,324846400.0,SPY-Index,-0.02146609696930324,-0.021466134915907875,-0.021699883563395785
2016-01-19,SPY,167.97882080078125,188.05999755859372,190.1100006103516,186.1999969482422,189.9600067138672,195244400.0,SPY-Index,0.0013308132987461807,0.0013311325448583933,0.0013302473733657163
2016-01-20,SPY,165.82618713378906,185.6499938964844,187.5,181.0200042724609,185.02999877929688,286547800.0,SPY-Index,-0.012814911169933496,-0.012815078663171997,-0.01289790012024608
2016-01-21,SPY,166.7551727294922,186.69000244140625,188.8699951171875,184.63999938964844,186.2100067138672,195772900.0,SPY-Index,0.005602164602347193,0.00560198534400036,0.00558635257993934
2016-01-22,SPY,170.17617797851562,190.5200042724609,190.75999450683597,188.8800048828125,189.77999877929688,168319600.0,SPY-Index,0.020515137210003864,0.020515302270975866,0.02030769803135791
2016-01-25,SPY,167.60365295410156,187.63999938964844,190.1499938964844,187.41000366210935,189.9199981689453,130371700.0,SPY-Index,-0.015116833948044306,-0.015116548489542359,-0.015231968150443675
2016-01-26,SPY,169.89028930664062,190.1999969482422,190.52999877929688,188.0200042724609,188.4199981689453,141036800.0,SPY-Index,0.01364311763040904,0.013643133483909997,0.013550903858818436
2016-01-27,SPY,168.0413818359375,188.1300048828125,191.55999755859372,187.05999755859372,189.5800018310547,185681700.0,SPY-Index,-0.010882949686229382,-0.010883239214735552,-0.010942894888797574
2016-01-28,SPY,168.91673278808594,189.1100006103516,190.1999969482422,187.16000366210935,189.9600067138672,143798800.0,SPY-Index,0.005209139216690417,0.0052091410306907004,0.005195620389178154
2016-01-29,SPY,173.0345001220703,193.72000122070312,193.8800048828125,189.8800048828125,190.0200042724609,210529300.0,SPY-Index,0.024377498108197004,0.024377349666716563,0.024084964269730634
2016-02-01,SPY,172.97190856933594,193.6499938964844,194.5800018310547,191.83999633789065,192.52999877929688,136061600.0,SPY-Index,-0.00036172874594497806,-0.00036138407896746383,-0.0003614493939300618
2016-02-02,SPY,169.85462951660156,190.16000366210935,191.97000122070312,189.5399932861328,191.9600067138672,182564900.0,SPY-Index,-0.01802188042276709,-0.018022155147810803,-0.0181865321324965
2016-02-03,SPY,170.87294006347656,191.3000030517578,191.77999877929688,187.1000061035156,191.41000366210935,205054900.0,SPY-Index,0.00599518864909987,0.00599494829456404,0.005977050088959229
2016-02-04,SPY,171.14083862304688,191.6000061035156,192.75,189.9600067138672,190.7100067138672,139531800.0,SPY-Index,0.001567823199336349,0.0015682333872029108,0.001567004993329036
2016-02-05,SPY,167.88058471679688,187.9499969482422,191.6699981689453,187.1999969482422,190.9900054931641,180788300.0,SPY-Index,-0.01905012229974523,-0.01905015156054546,-0.019233943619154852
2016-02-08,SPY,165.62074279785156,185.4199981689453,186.1199951171875,182.8000030517578,185.7700042724609,191526700.0,SPY-Index,-0.013461008149081133,-0.013461020592586581,-0.013552441469451462
2016-02-09,SPY,165.62966918945312,185.42999267578125,186.94000244140625,183.1999969482422,183.3600006103516,184513100.0,SPY-Index,5.389657992571628e-05,5.3901989724103316e-05,5.390053706405582e-05
2016-02-10,SPY,165.48675537109375,185.2700042724609,188.33999633789065,185.1199951171875,186.41000366210935,148214100.0,SPY-Index,-0.0008628515594987229,-0.0008627967946915893,-0.0008631692180786
