,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
165,"All of Us Are Dead - S01 | E01 on TV Time
apenas ... https://t.co/W5cfz3lVvQ https://t.co/pv1Q0bcFzk",0.264, 0.736, 0.0, -0.6486, 0, 0, 0, 0, 0
168,"@heeflour all of us are dead , our belloved summer , my name, the king 
tds",0.264, 0.736, 0.0, -0.6486, 0.0, 0.0, 1.0, 0.0, 0.0
171,@FOXS0UP All of us are Dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
173,I've just watched episode S01 | E06 of All of Us Are Dead! https://t.co/MYq0SPPNcr #tvtime https://t.co/BViQXhLMDT,0.261, 0.739, 0.0, -0.68, 0.0, 0.0, 0.0, 0.5, 0.5
174,"All Of Us Are Dead

⭐⭐⭐⭐⭐",0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
175,why is pink cardigan girl in all of us are dead so ANNOYING i can’t,0.394, 0.606, 0.0, -0.8312, 0.0, 0.0, 0.0, 0.5, 0.5
177,Finally watching all of us are dead,0.417, 0.583, 0.0, -0.6486, 0.0, 0.5, 0.0, 0.0, 0.5
179,@AlmaRex_ All of us are dead.,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
180,@neianasty Watching all of us are dead?,0.462, 0.538, 0.0, -0.6486, 0.0, 0.0, 0.0, 0.0, 1.0
181,"@Ola_bode42 Omo the last one don turn Zombie for ""all of us are dead""",0.281, 0.719, 0.0, -0.6486, 0.0, 0.0, 0.0, 0.0, 1.0
182,@see_wale All of us are dead,0.518, 0.482, 0.0, -0.6486, 0, 0, 0, 0, 0
183,@ClaraATwork All of us are dead on Netflix,0.417, 0.583, 0.0, -0.6486, 0, 0, 0, 0, 0
184,@JamesMelville Once ALL of us who are living in this crazy chinese flu frenzy are dead our descendants will look at us as been part of the biggest fraud scheme ever.,0.387, 0.613, 0.0, -0.9408, 0.0, 0.67, 0.0, 0.0, 0.33
188,I've just watched episode S01 | E10 of All of Us Are Dead! https://t.co/UmZ3Vrez2c #tvtime https://t.co/UsK2FZ6S44,0.261, 0.739, 0.0, -0.68, 0.0, 0.0, 0.0, 0.5, 0.5
193,Rating how much tbz would survive in all of us are dead:,0.281, 0.719, 0.0, -0.6486, 0.0, 1.0, 0.0, 0.0, 0.0
194,im watching all of us are dead and everyone on this show is an idiot,0.369, 0.631, 0.0, -0.8225, 0.0, 0.0, 0.0, 0.0, 1.0
195,@Greatness_tupu All of us are dead            vikings of valhala,0.381, 0.619, 0.0, -0.6486, 0, 0, 0, 0, 0
197,"👇
Glass Mask
Fatal mission
Impress ki
City hunter
All of us are Dead
Squid Game
The wheel of time
Faith (Heaven Doctor)
Hannah
The Tourist
Beyond human Ability
Scarlet heart(Moon lovers)
Blider Mask",0.182, 0.631, 0.187, -0.2023, 0.0, 0.17, 0.17, 0.5, 0.17
199,all of us are dead virou oficialmente fav,0.323, 0.451, 0.226, -0.3182, 0, 0, 0, 0, 0
201,@Papiyyyy4354 film degil askim dizi all of us are dead,0.35, 0.65, 0.0, -0.6486, 0, 0, 0, 0, 0
203,"I'm watching All of Us Are Dead 1x04 ""Episode 4"" https://t.co/5WBlIOCGQS #trakt",0.323, 0.677, 0.0, -0.6486, 0.0, 0.0, 0.0, 0.0, 1.0
204,the creators literally had no reason for making all of us are dead as emotional as it is,0.281, 0.649, 0.069, -0.7096, 0.0, 0.0, 0.0, 0.75, 0.25
